@kdebug : DT_INUCAS : called on particle IDXCAS = 220 with IDHKK = -4122, IDCH = 0, NOBAM = 0, p=(-.252, -.154, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 236 with IDHKK = 421, IDCH = 0, NOBAM = 0, p=(-.558, -.183, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 238 with IDHKK = 421, IDCH = 0, NOBAM = 0, p=(-.304, -.543, 3.946, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 214 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.064, 0.306, 0.422, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 220 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(-.298, -.024, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 213 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.160, -.071, -.432, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 221 with IDHKK = 421, IDCH = 0, NOBAM = 0, p=(0.011, -.186, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 209 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(-.271, -.171, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 224 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.364, 0.032, 3.862, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 229 with IDHKK = 421, IDCH = 0, NOBAM = 0, p=(*****, -.287, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 209 with IDHKK = 4122, IDCH = 0, NOBAM = 0, p=(-.693, 0.442, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 217 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.336, -.812, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 225 with IDHKK = 4122, IDCH = 0, NOBAM = 0, p=(*****, 0.542, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 225 with IDHKK = 4122, IDCH = 0, NOBAM = 0, p=(0.730, -.360, 8.909, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 224 with IDHKK = 4122, IDCH = 0, NOBAM = 0, p=(-.373, -.660, 5.129, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 213 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.100, 0.004, 0.094, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 218 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.241, 0.347, 9.806, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 215 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(-.335, -.234, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 232 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.185, *****, *****, 0.000)
@kdebug : DT_INUCAS : called on particle IDXCAS = 228 with IDHKK = -421, IDCH = 0, NOBAM = 0, p=(0.571, -.340, *****, 0.000)
