Momentum (GeV/c),Theta (Deg),Eta,Delta p / p,DCA-rPhi [um],DCA-z [um]
7.0000,164.5850,-2.000000,0.00748,24.59097,86.22364
7.0000,163.8050,-1.950000,0.0071,22.86715,76.27459
7.0000,162.9870,-1.900000,0.00674,21.27901,67.51894
7.0000,162.1280,-1.850000,0.00855,19.56376,61.80829
7.0000,161.2280,-1.800000,0.0081,18.23384,54.77296
7.0000,160.2840,-1.750000,0.00746,17.86665,47.29712
7.0000,159.2940,-1.700000,0.00707,16.69354,42.15884
7.0000,158.2570,-1.650000,0.0067,15.60665,37.62649
7.0000,157.1710,-1.600000,0.00635,14.59995,33.62293
7.0000,156.0340,-1.550000,0.00863,13.661,31.24893
7.0000,154.8430,-1.500000,0.00816,12.81033,27.96216
7.0000,153.5980,-1.450000,0.00771,12.02388,25.05185
7.0000,152.2950,-1.400000,0.00729,11.29613,22.46922
7.0000,150.9330,-1.350000,0.0069,10.62378,20.17867
7.0000,149.5110,-1.300000,0.00653,10.00355,18.14842
7.0000,148.0250,-1.250000,0.00964,10.24893,16.02663
7.0000,146.4760,-1.200000,0.00905,9.6817,14.46811
7.0000,144.8610,-1.150000,0.00851,9.15933,13.08929
7.0000,143.1780,-1.100000,0.00799,8.67883,11.86999
7.0000,141.4260,-1.050000,0.00752,8.23773,10.7929
7.0000,139.6050,-1.000000,0.00707,7.83388,9.84288
7.0000,137.7130,-0.950000,0.00576,7.01821,9.18484
7.0000,135.7500,-0.900000,0.08558,22.43623,8.7914
7.0000,133.7150,-0.850000,0.00518,6.49883,7.82572
7.0000,131.6080,-0.800000,0.00516,6.25943,7.25619
7.0000,129.4310,-0.750000,0.00515,6.04315,6.75768
7.0000,127.1830,-0.700000,0.00513,5.84813,6.32166
7.0000,124.8670,-0.650000,0.00512,5.673,5.94134
7.0000,122.4830,-0.600000,0.00511,5.51624,5.6102
7.0000,120.0340,-0.550000,0.0051,5.37663,5.3229
7.0000,117.5240,-0.500000,0.0051,5.25306,5.07479
7.0000,114.9550,-0.450000,0.00509,5.14442,4.86155
7.0000,112.3310,-0.400000,0.00509,5.04975,4.67958
7.0000,109.6560,-0.350000,0.00509,4.9682,4.52577
7.0000,106.9370,-0.300000,0.00508,4.89908,4.39758
7.0000,104.1770,-0.250000,0.00508,4.84167,4.29265
7.0000,101.3840,-0.200000,0.00508,4.79547,4.20924
7.0000,98.5620,-0.150000,0.00508,4.75999,4.14582
7.0000,95.7200,-0.100000,0.00508,4.73492,4.10132
7.0000,92.8640,-0.050000,0.00508,4.71997,4.07493
7.0000,90.0000,0.000000,0.00508,4.71502,4.15035
7.0000,87.1360,0.050000,0.00508,4.71999,4.19481
7.0000,84.2800,0.100000,0.00508,4.73495,4.22246
7.0000,81.4380,0.150000,0.00508,4.76005,4.26909
7.0000,78.6160,0.200000,0.00508,4.79555,4.33554
7.0000,75.8230,0.250000,0.00508,4.84177,4.42294
7.0000,73.0630,0.300000,0.00508,4.8992,4.53288
7.0000,70.3440,0.350000,0.00509,4.96835,4.66719
7.0000,67.6690,0.400000,0.00509,5.04992,4.82832
7.0000,65.0450,0.450000,0.00509,5.14462,5.0189
7.0000,62.4760,0.500000,0.0051,5.25329,5.24217
7.0000,59.9660,0.550000,0.0051,5.37688,5.50183
7.0000,57.5170,0.600000,0.00511,5.51651,5.80228
7.0000,55.1330,0.650000,0.00512,5.67329,6.14827
7.0000,52.8170,0.700000,0.00513,5.84843,6.54514
7.0000,50.5690,0.750000,0.00515,6.04347,6.99944
7.0000,48.3920,0.800000,0.00516,6.25975,7.51786
7.0000,46.2850,0.850000,0.00518,6.49915,8.10884
7.0000,44.2500,0.900000,0.08558,22.43974,8.79744
7.0000,42.2870,0.950000,0.00576,7.01824,9.53255
7.0000,40.3950,1.000000,0.00707,7.83389,9.92401
7.0000,38.5740,1.050000,0.00752,8.23776,10.88577
7.0000,36.8220,1.100000,0.00799,8.67888,11.97687
7.0000,35.1390,1.150000,0.00851,9.1594,13.21278
7.0000,33.5240,1.200000,0.00905,9.68181,14.61114
7.0000,31.9750,1.250000,0.00964,10.24908,16.19237
7.0000,30.4890,1.300000,0.00653,10.00349,18.61713
7.0000,29.0670,1.350000,0.0069,10.62372,20.68271
7.0000,27.7050,1.400000,0.00729,11.29607,23.01161
7.0000,26.4020,1.450000,0.00771,12.02383,25.63508
7.0000,25.1570,1.500000,0.00816,12.81029,28.5879
7.0000,23.9660,1.550000,0.00863,13.66097,31.91792
7.0000,22.8290,1.600000,0.00635,14.60016,34.23767
7.0000,21.7430,1.650000,0.0067,15.60688,38.32969
7.0000,20.7060,1.700000,0.00707,16.69378,42.95189
7.0000,19.7160,1.750000,0.00746,17.86691,48.17901
7.0000,18.7720,1.800000,0.0081,18.23426,55.34722
7.0000,17.8720,1.850000,0.00855,19.56419,62.40293
7.0000,17.0130,1.900000,0.00674,21.27931,67.6675
7.0000,16.1950,1.950000,0.0071,22.86746,76.42992
7.0000,15.4150,2.000000,0.00748,24.59129,86.38679
7.0000,14.6710,2.050000,0.00845,32.00544,122.45908
7.0000,13.9630,2.100000,0.00888,33.25441,134.30254
7.0000,13.2880,2.150000,0.00933,34.67534,147.80099
7.0000,12.6460,2.200000,0.00981,36.27754,163.15173
7.0000,12.0330,2.250000,0.01032,38.08131,180.68146
7.0000,11.4510,2.300000,0.01084,40.09073,200.58646
7.0000,10.8960,2.350000,0.0114,42.32939,223.28468
7.0000,10.3670,2.400000,0.01198,44.81357,249.15996
7.0000,9.8640,2.450000,0.0126,47.55462,278.58242
7.0000,9.3850,2.500000,0.01324,50.57486,312.08216
7.0000,8.9290,2.550000,0.01392,53.89348,350.20843
7.0000,8.4960,2.600000,0.01463,57.52215,393.47469
7.0000,8.0830,2.650000,0.01707,73.94316,475.25353
7.0000,7.6900,2.700000,0.01795,77.65817,528.99739
7.0000,7.3160,2.750000,0.01887,81.79182,590.15984
7.0000,6.9600,2.800000,0.01984,86.33774,659.78183
7.0000,6.6210,2.850000,0.02085,91.26829,739.06688
7.0000,6.2990,2.900000,0.02192,96.7156,829.11154
7.0000,5.9920,2.950000,0.02305,102.73934,931.74978
7.0000,5.7000,3.000000,0.02423,109.16896,1048.46543
8.0000,174.3000,-3.000000,0.02435,96.09063,918.32363
8.0000,174.0080,-2.950000,0.02316,90.33761,816.20787
8.0000,173.7010,-2.900000,0.02203,85.1156,726.4099
8.0000,173.3790,-2.850000,0.02095,80.27525,647.63095
8.0000,173.0400,-2.800000,0.01993,75.85128,578.26593
8.0000,172.6840,-2.750000,0.01896,71.85489,517.35497
8.0000,172.3100,-2.700000,0.01803,68.25388,463.84463
8.0000,171.9170,-2.650000,0.01715,65.01899,416.82374
8.0000,171.5040,-2.600000,0.01468,50.47328,345.0416
8.0000,171.0710,-2.550000,0.01396,47.30631,307.19082
8.0000,170.6150,-2.500000,0.01328,44.41091,273.83671
8.0000,170.1360,-2.450000,0.01263,41.77681,244.5298
8.0000,169.6330,-2.400000,0.01202,39.38716,218.78932
8.0000,169.1040,-2.350000,0.01143,37.22239,196.15125
8.0000,168.5490,-2.300000,0.01087,35.27247,176.29153
8.0000,167.9670,-2.250000,0.01034,33.52307,158.87412
8.0000,167.3540,-2.200000,0.00984,31.9535,143.53311
8.0000,166.7120,-2.150000,0.00936,30.56004,130.09661
8.0000,166.0370,-2.100000,0.0089,29.32488,118.27863
8.0000,165.3290,-2.050000,0.00847,28.23975,107.90642
8.0000,164.5850,-2.000000,0.00751,21.70402,75.61112
8.0000,163.8050,-1.950000,0.00712,20.19344,66.88981
8.0000,162.9870,-1.900000,0.00676,18.80232,59.21586
8.0000,162.1280,-1.850000,0.00859,17.31376,54.17168
8.0000,161.2280,-1.800000,0.00814,16.149,48.00994
8.0000,160.2840,-1.750000,0.00749,15.79464,41.60754
8.0000,159.2940,-1.700000,0.0071,14.76116,37.10988
8.0000,158.2570,-1.650000,0.00673,13.80414,33.1377
8.0000,157.1710,-1.600000,0.00638,12.91826,29.62438
8.0000,156.0340,-1.550000,0.00871,12.11353,27.48691
8.0000,154.8430,-1.500000,0.00823,11.36451,24.59848
8.0000,153.5980,-1.450000,0.00777,10.67247,22.03979
8.0000,152.2950,-1.400000,0.00735,10.03251,19.76891
8.0000,150.9330,-1.350000,0.00695,9.44167,17.75521
8.0000,149.5110,-1.300000,0.00657,8.897,15.97117
8.0000,148.0250,-1.250000,0.00984,9.19733,14.12499
8.0000,146.4760,-1.200000,0.00924,8.69135,12.75835
8.0000,144.8610,-1.150000,0.00867,8.22559,11.55044
8.0000,143.1780,-1.100000,0.00814,7.79734,10.48345
8.0000,141.4260,-1.050000,0.00764,7.4043,9.54204
8.0000,139.6050,-1.000000,0.00718,7.04452,8.71276
8.0000,137.7130,-0.950000,0.00592,6.34857,8.1392
8.0000,135.7500,-0.900000,0.09764,22.30748,7.89031
8.0000,133.7150,-0.850000,0.00539,5.91692,6.96668
8.0000,131.6080,-0.800000,0.00537,5.71175,6.4732
8.0000,129.4310,-0.750000,0.00536,5.5267,6.04176
8.0000,127.1830,-0.700000,0.00535,5.36013,5.66488
8.0000,124.8670,-0.650000,0.00534,5.21084,5.33661
8.0000,122.4830,-0.600000,0.00534,5.07746,5.0512
8.0000,120.0340,-0.550000,0.00533,4.95892,4.80396
8.0000,117.5240,-0.500000,0.00533,4.85422,4.59075
8.0000,114.9550,-0.450000,0.00533,4.76234,4.40778
8.0000,112.3310,-0.400000,0.00533,4.68244,4.25186
8.0000,109.6560,-0.350000,0.00533,4.61373,4.12023
8.0000,106.9370,-0.300000,0.00533,4.5556,4.01064
8.0000,104.1770,-0.250000,0.00533,4.50739,3.92102
8.0000,101.3840,-0.200000,0.00533,4.46864,3.84984
8.0000,98.5620,-0.150000,0.00533,4.43892,3.79575
8.0000,95.7200,-0.100000,0.00533,4.41792,3.75782
8.0000,92.8640,-0.050000,0.00533,4.40542,3.73534
8.0000,90.0000,0.000000,0.00533,4.40128,3.80428
8.0000,87.1360,0.050000,0.00533,4.40544,3.83899
8.0000,84.2800,0.100000,0.00533,4.41795,3.86254
8.0000,81.4380,0.150000,0.00533,4.43895,3.90228
8.0000,78.6160,0.200000,0.00533,4.46869,3.95895
8.0000,75.8230,0.250000,0.00533,4.50746,4.03353
8.0000,73.0630,0.300000,0.00533,4.55569,4.12742
8.0000,70.3440,0.350000,0.00533,4.61384,4.24225
8.0000,67.6690,0.400000,0.00533,4.68257,4.38018
8.0000,65.0450,0.450000,0.00533,4.76249,4.54356
8.0000,62.4760,0.500000,0.00533,4.8544,4.73526
8.0000,59.9660,0.550000,0.00533,4.95913,4.95859
8.0000,57.5170,0.600000,0.00534,5.0777,5.21748
8.0000,55.1330,0.650000,0.00534,5.2111,5.51617
8.0000,52.8170,0.700000,0.00535,5.36041,5.85945
8.0000,50.5690,0.750000,0.00536,5.527,6.25312
8.0000,48.3920,0.800000,0.00537,5.71207,6.70313
8.0000,46.2850,0.850000,0.00539,5.91724,7.21693
8.0000,44.2500,0.900000,0.09765,22.31046,7.88967
8.0000,42.2870,0.950000,0.00592,6.3486,8.45778
8.0000,40.3950,1.000000,0.00718,7.0445,8.78266
8.0000,38.5740,1.050000,0.00764,7.40429,9.62169
8.0000,36.8220,1.100000,0.00814,7.79734,10.5748
8.0000,35.1390,1.150000,0.00867,8.22562,11.65578
8.0000,33.5240,1.200000,0.00924,8.6914,12.8803
8.0000,31.9750,1.250000,0.00984,9.19741,14.26649
8.0000,30.4890,1.300000,0.00657,8.89696,16.4105
8.0000,29.0670,1.350000,0.00695,9.44162,18.22713
8.0000,27.7050,1.400000,0.00735,10.03246,20.27678
8.0000,26.4020,1.450000,0.00778,10.67242,22.58669
8.0000,25.1570,1.500000,0.00823,11.36447,25.18691
8.0000,23.9660,1.550000,0.00871,12.1135,28.11863
8.0000,22.8290,1.600000,0.00638,12.91844,30.14342
8.0000,21.7430,1.650000,0.00673,13.80434,33.74181
8.0000,20.7060,1.700000,0.0071,14.76137,37.80301
8.0000,19.7160,1.750000,0.00749,15.79486,42.39134
8.0000,18.7720,1.800000,0.00814,16.14937,48.57441
8.0000,17.8720,1.850000,0.00859,17.31414,54.75571
8.0000,17.0130,1.900000,0.00676,18.80257,59.36437
8.0000,16.1950,1.950000,0.00712,20.19371,67.04497
8.0000,15.4150,2.000000,0.00751,21.70429,75.77395
8.0000,14.6710,2.050000,0.00847,28.23975,107.90642
8.0000,13.9630,2.100000,0.0089,29.32488,118.27863
8.0000,13.2880,2.150000,0.00936,30.56004,130.09661
8.0000,12.6460,2.200000,0.00984,31.9535,143.53311
8.0000,12.0330,2.250000,0.01034,33.52307,158.87412
8.0000,11.4510,2.300000,0.01087,35.27247,176.29153
8.0000,10.8960,2.350000,0.01143,37.22239,196.15125
8.0000,10.3670,2.400000,0.01202,39.38716,218.78932
8.0000,9.8640,2.450000,0.01263,41.77681,244.5298
8.0000,9.3850,2.500000,0.01328,44.41091,273.83671
8.0000,8.9290,2.550000,0.01396,47.30631,307.19082
8.0000,8.4960,2.600000,0.01468,50.47328,345.0416
8.0000,8.0830,2.650000,0.01715,65.01899,416.82374
8.0000,7.6900,2.700000,0.01803,68.25388,463.84463
8.0000,7.3160,2.750000,0.01896,71.85489,517.35497
8.0000,6.9600,2.800000,0.01993,75.85128,578.26593
8.0000,6.6210,2.850000,0.02095,80.27525,647.63095
8.0000,6.2990,2.900000,0.02203,85.1156,726.4099
8.0000,5.9920,2.950000,0.02316,90.33761,816.20787
8.0000,5.7000,3.000000,0.02435,96.09063,918.32363
9.0000,174.3000,-3.000000,0.02448,85.84314,817.17008
9.0000,174.0080,-2.950000,0.02329,80.6836,726.41178
9.0000,173.7010,-2.900000,0.02215,75.92463,646.60247
9.0000,173.3790,-2.850000,0.02107,71.60989,576.58729
9.0000,173.0400,-2.800000,0.02004,67.69296,514.93919
9.0000,172.6840,-2.750000,0.01906,64.15615,460.8046
9.0000,172.3100,-2.700000,0.01813,60.97075,413.24681
9.0000,171.9170,-2.650000,0.01725,58.1106,371.45558
9.0000,171.5040,-2.600000,0.01473,45.00162,307.40574
9.0000,171.0710,-2.550000,0.01401,42.19438,273.76804
9.0000,170.6150,-2.500000,0.01333,39.62881,244.12661
9.0000,170.1360,-2.450000,0.01267,37.29573,218.08174
9.0000,169.6330,-2.400000,0.01206,35.1801,195.20589
9.0000,169.1040,-2.350000,0.01147,33.26447,175.08642
9.0000,168.5490,-2.300000,0.01091,31.53983,157.43509
9.0000,167.9670,-2.250000,0.01038,29.99338,141.95301
9.0000,167.3540,-2.200000,0.00987,28.60667,128.31475
9.0000,166.7120,-2.150000,0.00939,27.37626,116.36741
9.0000,166.0370,-2.100000,0.00893,26.28625,105.8566
9.0000,165.3290,-2.050000,0.0085,25.32919,96.6287
9.0000,164.5850,-2.000000,0.00753,19.46288,67.35883
9.0000,163.8050,-1.950000,0.00715,18.1194,59.59348
9.0000,162.9870,-1.900000,0.00679,16.88258,52.76169
9.0000,162.1280,-1.850000,0.00863,15.57321,48.23813
9.0000,161.2280,-1.800000,0.00818,14.53764,42.75634
9.0000,160.2840,-1.750000,0.00753,14.18283,37.18611
9.0000,159.2940,-1.700000,0.00714,13.25885,33.18276
9.0000,158.2570,-1.650000,0.00676,12.40375,29.64296
9.0000,157.1710,-1.600000,0.00641,11.61271,26.50858
9.0000,156.0340,-1.550000,0.00879,10.91684,24.55202
9.0000,154.8430,-1.500000,0.0083,10.24737,21.97389
9.0000,153.5980,-1.450000,0.00784,9.62923,19.68982
9.0000,152.2950,-1.400000,0.00741,9.05799,17.66298
9.0000,150.9330,-1.350000,0.007,8.53096,15.86643
9.0000,149.5110,-1.300000,0.00662,8.04545,14.27578
9.0000,148.0250,-1.250000,0.01006,8.39443,12.64797
9.0000,146.4760,-1.200000,0.00943,7.93576,11.43187
9.0000,144.8610,-1.150000,0.00884,7.51375,10.35811
9.0000,143.1780,-1.100000,0.00829,7.12585,9.41066
9.0000,141.4260,-1.050000,0.00777,6.76993,8.57574
9.0000,139.6050,-1.000000,0.00729,6.44415,7.84124
9.0000,137.7130,-0.950000,0.00608,5.83844,7.33294
9.0000,135.7500,-0.900000,0.10973,22.22208,7.20576
9.0000,133.7150,-0.850000,0.00558,5.47359,6.30489
9.0000,131.6080,-0.800000,0.00557,5.29522,5.8707
9.0000,129.4310,-0.750000,0.00557,5.13465,5.49157
9.0000,127.1830,-0.700000,0.00556,4.99042,5.16085
9.0000,124.8670,-0.650000,0.00556,4.86142,4.8732
9.0000,122.4830,-0.600000,0.00555,4.74643,4.62349
9.0000,120.0340,-0.550000,0.00555,4.64446,4.40748
9.0000,117.5240,-0.500000,0.00555,4.55459,4.22148
9.0000,114.9550,-0.450000,0.00556,4.4759,4.06207
9.0000,112.3310,-0.400000,0.00556,4.4076,3.92639
9.0000,109.6560,-0.350000,0.00556,4.34899,3.81198
9.0000,106.9370,-0.300000,0.00557,4.29947,3.71681
9.0000,104.1770,-0.250000,0.00557,4.25847,3.63906
9.0000,101.3840,-0.200000,0.00558,4.22557,3.57734
9.0000,98.5620,-0.150000,0.00558,4.20035,3.53046
9.0000,95.7200,-0.100000,0.00558,4.18255,3.4976
9.0000,92.8640,-0.050000,0.00558,4.17196,3.47813
9.0000,90.0000,0.000000,0.00558,4.16844,3.54152
9.0000,87.1360,0.050000,0.00558,4.17196,3.56955
9.0000,84.2800,0.100000,0.00558,4.18256,3.58994
9.0000,81.4380,0.150000,0.00558,4.20037,3.62436
9.0000,78.6160,0.200000,0.00558,4.22559,3.67346
9.0000,75.8230,0.250000,0.00557,4.25851,3.73811
9.0000,73.0630,0.300000,0.00557,4.29953,3.81957
9.0000,70.3440,0.350000,0.00556,4.34906,3.91927
9.0000,67.6690,0.400000,0.00556,4.40769,4.03914
9.0000,65.0450,0.450000,0.00556,4.47601,4.18131
9.0000,62.4760,0.500000,0.00556,4.55473,4.34835
9.0000,59.9660,0.550000,0.00555,4.64462,4.54324
9.0000,57.5170,0.600000,0.00555,4.74662,4.76955
9.0000,55.1330,0.650000,0.00556,4.86164,5.03111
9.0000,52.8170,0.700000,0.00556,4.99066,5.33226
9.0000,50.5690,0.750000,0.00557,5.13492,5.67826
9.0000,48.3920,0.800000,0.00557,5.29552,6.0745
9.0000,46.2850,0.850000,0.00559,5.4739,6.52767
9.0000,44.2500,0.900000,0.10974,22.22466,7.20074
9.0000,42.2870,0.950000,0.00608,5.83847,7.62667
9.0000,40.3950,1.000000,0.00729,6.44411,7.90374
9.0000,38.5740,1.050000,0.00777,6.7699,8.64655
9.0000,36.8220,1.100000,0.00829,7.12583,9.49149
9.0000,35.1390,1.150000,0.00884,7.51375,10.45097
9.0000,33.5240,1.200000,0.00943,7.93578,11.53911
9.0000,31.9750,1.250000,0.01006,8.39447,12.77226
9.0000,30.4890,1.300000,0.00662,8.04541,14.69167
9.0000,29.0670,1.350000,0.007,8.53092,16.31243
9.0000,27.7050,1.400000,0.00741,9.05795,18.14257
9.0000,26.4020,1.450000,0.00784,9.62919,20.20639
9.0000,25.1570,1.500000,0.0083,10.24732,22.53049
9.0000,23.9660,1.550000,0.00879,10.9168,25.15114
9.0000,22.8290,1.600000,0.00641,11.61288,26.95033
9.0000,21.7430,1.650000,0.00676,12.40393,30.16496
9.0000,20.7060,1.700000,0.00714,13.25904,33.79089
9.0000,19.7160,1.750000,0.00753,14.18302,37.8843
9.0000,18.7720,1.800000,0.00818,14.53797,43.31162
9.0000,17.8720,1.850000,0.00863,15.57354,48.81223
9.0000,17.0130,1.900000,0.00679,16.88279,52.9101
9.0000,16.1950,1.950000,0.00715,18.11962,59.7484
9.0000,15.4150,2.000000,0.00753,19.46311,67.52125
9.0000,14.6710,2.050000,0.0085,25.32919,96.6287
9.0000,13.9630,2.100000,0.00893,26.28625,105.8566
9.0000,13.2880,2.150000,0.00939,27.37626,116.36741
9.0000,12.6460,2.200000,0.00987,28.60667,128.31475
9.0000,12.0330,2.250000,0.01038,29.99338,141.95301
9.0000,11.4510,2.300000,0.01091,31.53983,157.43509
9.0000,10.8960,2.350000,0.01147,33.26447,175.08642
9.0000,10.3670,2.400000,0.01206,35.1801,195.20589
9.0000,9.8640,2.450000,0.01267,37.29573,218.08174
9.0000,9.3850,2.500000,0.01333,39.62881,244.12661
9.0000,8.9290,2.550000,0.01401,42.19438,273.76804
9.0000,8.4960,2.600000,0.01473,45.00162,307.40574
9.0000,8.0830,2.650000,0.01725,58.1106,371.45558
9.0000,7.6900,2.700000,0.01813,60.97075,413.24681
9.0000,7.3160,2.750000,0.01906,64.15615,460.8046
9.0000,6.9600,2.800000,0.02004,67.69296,514.93919
9.0000,6.6210,2.850000,0.02107,71.60989,576.58729
9.0000,6.2990,2.900000,0.02215,75.92463,646.60247
9.0000,5.9920,2.950000,0.02329,80.6836,726.41178
9.0000,5.7000,3.000000,0.02448,85.84314,817.17008
10.0000,174.3000,-3.000000,0.02463,77.52599,736.2993
10.0000,174.0080,-2.950000,0.02343,72.83758,654.62863
10.0000,173.7010,-2.900000,0.02228,68.56916,582.81171
10.0000,173.3790,-2.850000,0.0212,64.70078,519.80883
10.0000,173.0400,-2.800000,0.02016,61.19062,464.33538
10.0000,172.6840,-2.750000,0.01918,58.02263,415.62282
10.0000,172.3100,-2.700000,0.01824,55.17084,372.82781
10.0000,171.9170,-2.650000,0.01735,52.61162,335.22088
10.0000,171.5040,-2.600000,0.01478,40.63262,277.32052
10.0000,171.0710,-2.550000,0.01406,38.11368,247.05427
10.0000,170.6150,-2.500000,0.01337,35.81252,220.38391
10.0000,170.1360,-2.450000,0.01272,33.72079,196.94952
10.0000,169.6330,-2.400000,0.0121,31.82493,176.36614
10.0000,169.1040,-2.350000,0.01151,30.10917,158.26224
10.0000,168.5490,-2.300000,0.01095,28.56532,142.37821
10.0000,167.9670,-2.250000,0.01041,27.18178,128.44488
10.0000,167.3540,-2.200000,0.00991,25.9419,116.16922
10.0000,166.7120,-2.150000,0.00942,24.84245,105.41347
10.0000,166.0370,-2.100000,0.00896,23.86906,95.94857
10.0000,165.3290,-2.050000,0.00853,23.01494,87.63619
10.0000,164.5850,-2.000000,0.00756,17.67232,60.75725
10.0000,163.8050,-1.950000,0.00718,16.46357,53.75773
10.0000,162.9870,-1.900000,0.00681,15.35112,47.60054
10.0000,162.1280,-1.850000,0.00868,14.18761,43.49514
10.0000,161.2280,-1.800000,0.00822,13.25605,38.5579
10.0000,160.2840,-1.750000,0.00757,12.89425,33.64966
10.0000,159.2940,-1.700000,0.00717,12.05862,30.03901
10.0000,158.2570,-1.650000,0.0068,11.28576,26.84311
10.0000,157.1710,-1.600000,0.00644,10.57128,24.01074
10.0000,156.0340,-1.550000,0.00887,9.96697,22.19827
10.0000,154.8430,-1.500000,0.00838,9.3614,19.86917
10.0000,153.5980,-1.450000,0.00791,8.80263,17.80595
10.0000,152.2950,-1.400000,0.00747,8.2866,15.97573
10.0000,150.9330,-1.350000,0.00706,7.81082,14.35435
10.0000,149.5110,-1.300000,0.00667,7.37282,12.91983
10.0000,148.0250,-1.250000,0.01029,7.76609,11.46922
10.0000,146.4760,-1.200000,0.00964,7.34488,10.37452
10.0000,144.8610,-1.150000,0.00902,6.95749,9.40893
10.0000,143.1780,-1.100000,0.00845,6.60151,8.55789
10.0000,141.4260,-1.050000,0.00791,6.27495,7.80886
10.0000,139.6050,-1.000000,0.00741,5.97605,7.15079
10.0000,137.7130,-0.950000,0.00622,5.43969,6.69411
10.0000,135.7500,-0.900000,0.12184,22.16315,6.67203
10.0000,133.7150,-0.850000,0.00578,5.12668,5.78068
10.0000,131.6080,-0.800000,0.00577,4.96993,5.39405
10.0000,129.4310,-0.750000,0.00577,4.82913,5.05691
10.0000,127.1830,-0.700000,0.00577,4.70294,4.76323
10.0000,124.8670,-0.650000,0.00577,4.59034,4.50816
10.0000,122.4830,-0.600000,0.00577,4.4902,4.28706
10.0000,120.0340,-0.550000,0.00577,4.40161,4.09607
10.0000,117.5240,-0.500000,0.00578,4.3237,3.93183
10.0000,114.9550,-0.450000,0.00579,4.25563,3.79122
10.0000,112.3310,-0.400000,0.00579,4.19667,3.67168
10.0000,109.6560,-0.350000,0.0058,4.14617,3.57097
10.0000,106.9370,-0.300000,0.00581,4.10357,3.48727
10.0000,104.1770,-0.250000,0.00582,4.06835,3.41893
10.0000,101.3840,-0.200000,0.00582,4.04012,3.36471
10.0000,98.5620,-0.150000,0.00583,4.0185,3.32355
10.0000,95.7200,-0.100000,0.00583,4.00326,3.29471
10.0000,92.8640,-0.050000,0.00584,3.99419,3.27762
10.0000,90.0000,0.000000,0.00584,3.99118,3.33623
10.0000,87.1360,0.050000,0.00584,3.99419,3.35955
10.0000,84.2800,0.100000,0.00583,4.00326,3.37745
10.0000,81.4380,0.150000,0.00583,4.01851,3.40765
10.0000,78.6160,0.200000,0.00582,4.04013,3.45075
10.0000,75.8230,0.250000,0.00582,4.06837,3.50753
10.0000,73.0630,0.300000,0.00581,4.10359,3.57911
10.0000,70.3440,0.350000,0.0058,4.1462,3.66678
10.0000,67.6690,0.400000,0.00579,4.19672,3.77228
10.0000,65.0450,0.450000,0.00579,4.2557,3.89751
10.0000,62.4760,0.500000,0.00578,4.32379,4.04483
10.0000,59.9660,0.550000,0.00577,4.40173,4.21693
10.0000,57.5170,0.600000,0.00577,4.49035,4.41705
10.0000,55.1330,0.650000,0.00577,4.59051,4.64873
10.0000,52.8170,0.700000,0.00577,4.70314,4.91592
10.0000,50.5690,0.750000,0.00577,4.82936,5.22346
10.0000,48.3920,0.800000,0.00577,4.97019,5.57627
10.0000,46.2850,0.850000,0.00578,5.12696,5.98047
10.0000,44.2500,0.900000,0.12184,22.16542,6.66406
10.0000,42.2870,0.950000,0.00622,5.43973,6.96639
10.0000,40.3950,1.000000,0.00741,5.976,7.20843
10.0000,38.5740,1.050000,0.00791,6.27491,7.87377
10.0000,36.8220,1.100000,0.00845,6.60148,8.63158
10.0000,35.1390,1.150000,0.00902,6.95747,9.49317
10.0000,33.5240,1.200000,0.00964,7.34487,10.47141
10.0000,31.9750,1.250000,0.01029,7.76611,11.58122
10.0000,30.4890,1.300000,0.00667,7.3728,13.31643
10.0000,29.0670,1.350000,0.00706,7.81079,14.77889
10.0000,27.7050,1.400000,0.00747,8.28656,16.43167
10.0000,26.4020,1.450000,0.00791,8.80259,18.29681
10.0000,25.1570,1.500000,0.00838,9.36135,20.39831
10.0000,23.9660,1.550000,0.00887,9.96692,22.76872
10.0000,22.8290,1.600000,0.00644,10.57144,24.38999
10.0000,21.7430,1.650000,0.0068,11.28592,27.29723
