0.000110113,2.02264e-05,0,0,0,0,-nan,-nan
0.000132385,2.43175e-05,1.0157e-07,7.18211e-08,0,0,-nan,-nan
0.000159162,2.92361e-05,0,0,0,0,-nan,-nan
0.000191355,3.51495e-05,0,0,0,0,-nan,-nan
0.000230059,4.2259e-05,0,0,0,0,-nan,-nan
0.000276592,5.08065e-05,0,0,0,0,-nan,-nan
0.000332537,6.10829e-05,0,0,0,0,-nan,-nan
0.000399797,7.34378e-05,2.95521e-08,2.08965e-08,0,0,-nan,-nan
0.000480662,8.82916e-05,9.87321e-08,6.98141e-08,0,0,-nan,-nan
0.000577882,0.00010615,4.65107e-08,3.2888e-08,0,0,-nan,-nan
0.000694767,0.00012762,2.08257e-07,1.27181e-07,0,0,-nan,-nan
0.000835294,0.000153433,1.06448e-07,6.10945e-08,0,0,-nan,-nan
0.00100424,0.000184467,2.24384e-07,7.49461e-08,0,0,-nan,-nan
0.00120737,0.000221779,2.19679e-07,8.57314e-08,0,0,-nan,-nan
0.00145157,0.000266636,5.03632e-07,1.65312e-07,0,0,-nan,-nan
0.00174518,0.000320568,1.25827e-06,2.73691e-07,1.78181e-05,1.25993e-05,-nan,-nan
0.00209816,0.000385407,1.07465e-06,2.389e-07,0,0,-nan,-nan
0.00252255,0.000463361,1.09742e-06,2.0381e-07,4.53242e-06,3.20491e-06,-nan,-nan
0.00303277,0.000557083,2.64984e-06,3.42348e-07,1.31095e-06,9.26985e-07,-nan,-nan
0.00364619,0.00066976,3.62972e-06,3.73597e-07,0,0,-nan,-nan
0.00438369,0.000805229,5.97189e-06,5.27815e-07,7.57007e-06,5.35285e-06,-nan,-nan
0.00527035,0.000968098,7.25225e-06,5.38884e-07,0,0,-nan,-nan
0.00633635,0.00116391,1.08748e-05,6.71065e-07,4.14751e-05,2.93273e-05,-nan,-nan
0.00761797,0.00139933,1.53235e-05,8.0686e-07,9.42153e-05,4.05082e-05,-nan,-nan
0.00915882,0.00168236,2.1655e-05,9.98806e-07,7.70341e-05,2.75786e-05,-nan,-nan
0.0110113,0.00202264,3.42381e-05,1.2705e-06,7.95352e-05,3.24203e-05,-nan,-nan
0.0132385,0.00243175,4.66936e-05,1.44093e-06,0.000146631,5.0107e-05,-nan,-nan
0.0159162,0.00292361,6.66379e-05,1.7174e-06,0.000171842,5.16854e-05,-nan,-nan
0.0191355,0.00351495,9.68653e-05,2.05384e-06,0.000229895,5.89733e-05,-nan,-nan
0.0230059,0.0042259,0.000139243,2.45106e-06,0.000333538,6.29468e-05,-nan,-nan
0.0276592,0.00508065,0.000201593,2.96281e-06,0.000488616,9.75745e-05,-nan,-nan
0.0332537,0.00610829,0.000297196,3.6274e-06,0.000866824,0.000133352,-nan,-nan
0.0399797,0.00734378,0.000424323,4.30909e-06,0.00101711,0.000128001,-nan,-nan
0.0480662,0.00882916,0.000624265,5.24425e-06,0.00142339,0.000155778,-nan,-nan
0.0577882,0.010615,0.000887212,6.24004e-06,0.00196577,0.000159301,-nan,-nan
0.0694767,0.012762,0.00129605,7.5329e-06,0.00450963,0.000302879,-nan,-nan
0.0835294,0.0153433,0.00190118,9.18744e-06,0.00486077,0.00027991,-nan,-nan
0.100424,0.0184467,0.00273784,1.09789e-05,0.00714923,0.0003349,-nan,-nan
0.120737,0.0221779,0.00389901,1.30438e-05,0.00963268,0.000381772,-nan,-nan
0.145157,0.0266636,0.00564473,1.57844e-05,0.0128514,0.000456665,-nan,-nan
0.174518,0.0320568,0.00800166,1.87181e-05,0.0162263,0.000488598,-nan,-nan
0.209816,0.0385407,0.0108781,2.16085e-05,0.0220081,0.000578192,-nan,-nan
0.252255,0.0463361,0.0143984,2.47064e-05,0.0225837,0.000524303,-nan,-nan
0.303277,0.0557083,0.0184693,2.76088e-05,0.025999,0.00054759,-nan,-nan
0.364619,0.066976,0.0221527,2.94206e-05,0.025256,0.00050235,-nan,-nan
0.438369,0.0805229,0.0249654,3.02799e-05,0.0243802,0.000480082,-nan,-nan
0.527035,0.0968098,0.0264482,3.01383e-05,0.0220876,0.000418053,-nan,-nan
0.633635,0.116391,0.0261601,2.88642e-05,0.0188833,0.000357119,-nan,-nan
0.761797,0.139933,0.0239865,2.68346e-05,0.0151855,0.000302228,-nan,-nan
0.915882,0.168236,0.0188804,2.3256e-05,0.0111028,0.000249671,-nan,-nan
