0.000110113,2.02264e-05,0,0,0,0,-nan,-nan
0.000132385,2.43175e-05,0,0,0,0,-nan,-nan
0.000159162,2.92361e-05,1.60467e-07,1.13468e-07,0,0,-nan,-nan
0.000191355,3.51495e-05,0,0,0,0,-nan,-nan
0.000230059,4.2259e-05,0,0,0,0,-nan,-nan
0.000276592,5.08065e-05,6.51177e-08,4.60451e-08,0,0,-nan,-nan
0.000332537,6.10829e-05,0,0,0,0,-nan,-nan
0.000399797,7.34378e-05,0,0,0,0,-nan,-nan
0.000480662,8.82916e-05,2.61072e-07,1.36842e-07,0,0,-nan,-nan
0.000577882,0.00010615,7.81401e-07,2.35846e-07,0,0,-nan,-nan
0.000694767,0.00012762,6.35965e-07,2.12396e-07,0,0,-nan,-nan
0.000835294,0.000153433,1.03277e-06,2.44591e-07,0,0,-nan,-nan
0.00100424,0.000184467,9.65329e-07,2.06952e-07,0,0,-nan,-nan
0.00120737,0.000221779,1.48676e-06,3.04126e-07,0,0,-nan,-nan
0.00145157,0.000266636,2.67085e-06,4.08839e-07,2.05653e-06,1.45418e-06,-nan,-nan
0.00174518,0.000320568,4.50341e-06,5.33222e-07,2.11229e-05,8.63395e-06,-nan,-nan
0.00209816,0.000385407,6.17236e-06,6.54683e-07,0,0,-nan,-nan
0.00252255,0.000463361,8.70723e-06,7.06097e-07,1.05817e-05,4.52924e-06,-nan,-nan
0.00303277,0.000557083,9.16388e-06,7.73921e-07,1.20448e-05,6.07064e-06,-nan,-nan
0.00364619,0.00066976,1.53559e-05,9.91128e-07,2.42567e-05,8.09465e-06,-nan,-nan
0.00438369,0.000805229,2.33607e-05,1.21774e-06,4.13348e-05,1.05434e-05,-nan,-nan
0.00527035,0.000968098,3.02696e-05,1.36284e-06,5.35937e-05,1.21809e-05,-nan,-nan
0.00633635,0.00116391,4.3945e-05,1.66098e-06,9.90207e-05,1.76165e-05,-nan,-nan
0.00761797,0.00139933,6.93082e-05,2.09736e-06,0.000135312,2.03339e-05,-nan,-nan
0.00915882,0.00168236,9.70413e-05,2.49507e-06,0.000163306,2.0972e-05,-nan,-nan
0.0110113,0.00202264,0.000137131,2.9297e-06,0.000343201,3.26617e-05,-nan,-nan
0.0132385,0.00243175,0.000212048,3.63882e-06,0.000442861,3.80951e-05,-nan,-nan
0.0159162,0.00292361,0.000296503,4.32196e-06,0.000636106,4.56159e-05,-nan,-nan
0.0191355,0.00351495,0.000419117,5.12772e-06,0.000820357,5.14328e-05,-nan,-nan
0.0230059,0.0042259,0.000587416,6.06556e-06,0.00129167,6.45791e-05,-nan,-nan
0.0276592,0.00508065,0.000865152,7.38256e-06,0.00188923,7.73701e-05,-nan,-nan
0.0332537,0.00610829,0.00126884,8.93746e-06,0.00271935,9.41616e-05,-nan,-nan
0.0399797,0.00734378,0.00185137,1.07603e-05,0.0039842,0.000113847,-nan,-nan
0.0480662,0.00882916,0.00267549,1.29398e-05,0.00575184,0.000138707,-nan,-nan
0.0577882,0.010615,0.0038846,1.56554e-05,0.008054,0.000161766,-nan,-nan
0.0694767,0.012762,0.00555109,1.87008e-05,0.0114188,0.00019245,-nan,-nan
0.0835294,0.0153433,0.00807359,2.26037e-05,0.0162436,0.000229561,-nan,-nan
0.100424,0.0184467,0.0116699,2.71603e-05,0.0233433,0.000277098,-nan,-nan
0.120737,0.0221779,0.0168714,3.25862e-05,0.0331355,0.000325935,-nan,-nan
0.145157,0.0266636,0.0239688,3.88815e-05,0.0441655,0.000375668,-nan,-nan
0.174518,0.0320568,0.0339078,4.61819e-05,0.0584416,0.000428345,-nan,-nan
0.209816,0.0385407,0.0466409,5.38977e-05,0.0727771,0.000467485,-nan,-nan
0.252255,0.0463361,0.0625268,6.20985e-05,0.0858327,0.000491985,-nan,-nan
0.303277,0.0557083,0.0810319,7.004e-05,0.09523,0.000500757,-nan,-nan
0.364619,0.066976,0.0991741,7.61689e-05,0.102241,0.000501371,-nan,-nan
0.438369,0.0805229,0.115365,8.05488e-05,0.101861,0.000480921,-nan,-nan
0.527035,0.0968098,0.126369,8.24035e-05,0.0963351,0.000448767,-nan,-nan
0.633635,0.116391,0.129824,8.1598e-05,0.0891214,0.00041748,-nan,-nan
0.761797,0.139933,0.123491,7.78607e-05,0.0799705,0.000386732,-nan,-nan
0.915882,0.168236,0.103021,6.96123e-05,0.063388,0.000336581,-nan,-nan
