0.000110113,2.02264e-05,0,0,0,0,0,0,-nan,-nan
0.000132385,2.43175e-05,0,0,0,0,0,0,-nan,-nan
0.000159162,2.92361e-05,0,0,0,0,0,0,-nan,-nan
0.000191355,3.51495e-05,0,0,0,0,0,0,-nan,-nan
0.000230059,4.2259e-05,0,0,0,0,0,0,-nan,-nan
0.000276592,5.08065e-05,0,0,0,0,0,0,-nan,-nan
0.000332537,6.10829e-05,0,0,0,0,0,0,-nan,-nan
0.000399797,7.34378e-05,0,0,0,0,0,0,-nan,-nan
0.000480662,8.82916e-05,0,0,0,0,0,0,-nan,-nan
0.000577882,0.00010615,0,0,0,0,0,0,-nan,-nan
0.000694767,0.00012762,0,0,0,0,0,0,-nan,-nan
0.000835294,0.000153433,5.17318e-06,3.67671e-06,0,0,0,0,-nan,-nan
0.00100424,0.000184467,2.15271e-06,2.15271e-06,0,0,0,0,-nan,-nan
0.00120737,0.000221779,0,0,0,0,0,0,-nan,-nan
0.00145157,0.000266636,3.55249e-06,3.55249e-06,0,0,0,0,-nan,-nan
0.00174518,0.000320568,1.17617e-05,6.88019e-06,0,0,0,0,-nan,-nan
0.00209816,0.000385407,2.22032e-06,2.22032e-06,4.77317e-05,2.87538e-05,0.00049677,0.00049677,-nan,-nan
0.00252255,0.000463361,6.12189e-06,4.3791e-06,1.51143e-05,1.51143e-05,0,0,-nan,-nan
0.00303277,0.000557083,7.68663e-06,4.60795e-06,3.04982e-05,2.25606e-05,0,0,-nan,-nan
0.00364619,0.00066976,3.06051e-05,1.0154e-05,5.70424e-05,3.77331e-05,0,0,-nan,-nan
0.00438369,0.000805229,3.19842e-05,1.08344e-05,9.05751e-05,3.55471e-05,0,0,-nan,-nan
0.00527035,0.000968098,5.01646e-05,1.32435e-05,0.000274117,7.66693e-05,0.00224341,0.00133825,-nan,-nan
0.00633635,0.00116391,7.41244e-05,1.70049e-05,9.56477e-05,4.08904e-05,0,0,-nan,-nan
0.00761797,0.00139933,0.000133579,2.27852e-05,0.000442152,9.70852e-05,0.00036428,0.00036428,-nan,-nan
0.00915882,0.00168236,0.000188342,2.57513e-05,0.000458011,9.81149e-05,0.00100228,0.000772132,-nan,-nan
0.0110113,0.00202264,0.000218234,2.84725e-05,0.000594285,0.000113426,0.00170157,0.00123128,-nan,-nan
0.0132385,0.00243175,0.000285819,3.3144e-05,0.000803143,0.000119117,0.00113393,0.000715168,-nan,-nan
0.0159162,0.00292361,0.000440795,4.06336e-05,0.00128695,0.000161974,0.00422486,0.00182564,-nan,-nan
0.0191355,0.00351495,0.000656545,5.05601e-05,0.00155223,0.000171255,0.00447022,0.00200477,-nan,-nan
0.0230059,0.0042259,0.00112949,6.57307e-05,0.00253543,0.000221678,0.00529528,0.0020347,-nan,-nan
0.0276592,0.00508065,0.00152415,7.63799e-05,0.00374818,0.00027396,0.00874737,0.00254539,-nan,-nan
0.0332537,0.00610829,0.00220816,9.09849e-05,0.00522649,0.00032604,0.0135528,0.00317306,-nan,-nan
0.0399797,0.00734378,0.00310897,0.000109012,0.00777067,0.000398568,0.022633,0.00438288,-nan,-nan
0.0480662,0.00882916,0.00436402,0.000128278,0.0116352,0.000475801,0.0272572,0.00460446,-nan,-nan
0.0577882,0.010615,0.00647498,0.000157058,0.0152286,0.000553688,0.0393445,0.00545096,-nan,-nan
0.0694767,0.012762,0.00900186,0.000184325,0.0221683,0.00066689,0.0393876,0.00548534,-nan,-nan
0.0835294,0.0153433,0.0126427,0.000218291,0.027361,0.000735742,0.050268,0.006413,-nan,-nan
0.100424,0.0184467,0.017926,0.000259392,0.0357316,0.000841722,0.0506753,0.00621094,-nan,-nan
0.120737,0.0221779,0.0247592,0.000303541,0.0465155,0.000954469,0.0774844,0.00756351,-nan,-nan
0.145157,0.0266636,0.0338469,0.000353452,0.0606244,0.00108048,0.0749945,0.00723589,-nan,-nan
0.174518,0.0320568,0.0449606,0.000405397,0.0692563,0.0011312,0.0851717,0.00732253,-nan,-nan
0.209816,0.0385407,0.0592703,0.000461221,0.0827928,0.00121231,0.0710295,0.00645601,-nan,-nan
0.252255,0.0463361,0.0747307,0.000512925,0.0910224,0.00123874,0.0607048,0.00551416,-nan,-nan
0.303277,0.0557083,0.0901892,0.00055545,0.0922132,0.00120469,0.0582888,0.00531714,-nan,-nan
0.364619,0.066976,0.103924,0.000586116,0.0875875,0.0011335,0.0509207,0.00483059,-nan,-nan
0.438369,0.0805229,0.112581,0.000596396,0.0816241,0.00105902,0.0539782,0.00502474,-nan,-nan
0.527035,0.0968098,0.114546,0.000586122,0.0700226,0.000946273,0.0464889,0.00442643,-nan,-nan
0.633635,0.116391,0.108423,0.000556244,0.0641683,0.000888455,0.0501708,0.00462338,-nan,-nan
0.761797,0.139933,0.0966788,0.000513584,0.0611255,0.000861426,0.0478774,0.00448203,-nan,-nan
0.915882,0.168236,0.0755611,0.000445915,0.0558946,0.000826,0.050092,0.00456093,-nan,-nan
