0.000110113,2.02264e-05,4.84487e-08,2.55486e-08,0,0,4.96789e-08,2.48398e-08,0,0
0.000132385,2.43175e-05,0,0,0,0,0,0,0,0
0.000159162,2.92361e-05,1.09576e-07,3.62332e-08,1.57507e-08,1.11375e-08,1.96071e-08,1.38643e-08,0,0
0.000191355,3.51495e-05,2.11114e-08,1.4928e-08,5.72213e-08,2.86854e-08,3.65901e-08,1.8384e-08,3.11889e-08,2.20539e-08
0.000230059,4.2259e-05,0,0,5.39249e-08,2.08485e-08,2.37766e-08,1.68126e-08,9.92913e-08,5.78301e-08
0.000276592,5.08065e-05,6.20021e-08,2.32585e-08,1.11756e-07,4.21249e-08,7.93546e-08,2.60111e-08,2.56804e-08,1.81588e-08
0.000332537,6.10829e-05,1.98793e-07,4.26373e-08,1.10899e-07,3.68187e-08,8.80766e-08,4.07175e-08,1.41925e-07,5.95778e-08
0.000399797,7.34378e-05,1.72381e-07,4.44682e-08,1.39532e-07,4.43512e-08,2.28046e-07,5.43899e-08,1.88571e-07,7.00685e-08
0.000480662,8.82916e-05,2.32377e-07,5.131e-08,3.673e-07,7.50747e-08,2.32303e-07,5.77381e-08,4.14575e-07,1.07315e-07
0.000577882,0.00010615,3.2339e-07,5.86508e-08,5.2437e-07,8.32702e-08,2.51318e-07,5.51369e-08,2.14557e-07,7.0114e-08
0.000694767,0.00012762,6.96167e-07,8.71768e-08,4.44906e-07,7.17371e-08,5.64251e-07,8.58635e-08,6.32202e-07,1.27871e-07
0.000835294,0.000153433,7.18735e-07,8.20368e-08,6.50924e-07,9.17758e-08,1.01762e-06,1.21231e-07,9.21742e-07,1.45993e-07
0.00100424,0.000184467,1.32641e-06,1.2035e-07,1.38658e-06,1.41924e-07,1.35726e-06,1.39579e-07,1.2039e-06,1.68051e-07
0.00120737,0.000221779,1.93724e-06,1.41748e-07,1.69923e-06,1.49435e-07,1.88688e-06,1.6538e-07,1.33055e-06,1.78285e-07
0.00145157,0.000266636,2.66577e-06,1.68451e-07,2.97053e-06,2.03963e-07,2.31588e-06,1.80043e-07,1.91361e-06,1.99822e-07
0.00174518,0.000320568,3.11437e-06,1.85399e-07,3.60328e-06,2.18065e-07,3.27445e-06,2.17073e-07,3.91028e-06,2.97926e-07
0.00209816,0.000385407,5.25146e-06,2.38895e-07,5.48827e-06,2.71779e-07,5.04764e-06,2.66487e-07,5.03146e-06,3.54898e-07
0.00252255,0.000463361,7.7363e-06,2.91598e-07,7.21947e-06,3.161e-07,7.3421e-06,3.19006e-07,7.9501e-06,4.37065e-07
0.00303277,0.000557083,1.00853e-05,3.28895e-07,1.01911e-05,3.65538e-07,1.02372e-05,3.7709e-07,1.1654e-05,5.27558e-07
0.00364619,0.00066976,1.59127e-05,4.16857e-07,1.62903e-05,4.67177e-07,1.553e-05,4.6336e-07,1.56032e-05,6.15914e-07
0.00438369,0.000805229,2.18623e-05,4.85608e-07,2.19113e-05,5.42734e-07,2.24943e-05,5.57621e-07,2.20571e-05,7.36579e-07
0.00527035,0.000968098,3.19088e-05,5.90463e-07,3.16891e-05,6.47522e-07,3.06225e-05,6.48684e-07,3.12796e-05,8.68506e-07
0.00633635,0.00116391,4.71146e-05,7.11533e-07,4.5272e-05,7.7514e-07,4.695e-05,8.09807e-07,4.58181e-05,1.04712e-06
0.00761797,0.00139933,6.69473e-05,8.51991e-07,6.65849e-05,9.47352e-07,6.615e-05,9.6585e-07,6.50083e-05,1.24317e-06
0.00915882,0.00168236,9.57729e-05,1.01649e-06,9.43833e-05,1.11887e-06,9.64949e-05,1.15616e-06,9.89096e-05,1.52998e-06
0.0110113,0.00202264,0.000138281,1.21532e-06,0.000137083,1.34996e-06,0.000140425,1.40226e-06,0.000140796,1.84773e-06
0.0132385,0.00243175,0.000203848,1.48389e-06,0.000197582,1.6195e-06,0.000199821,1.67266e-06,0.000197527,2.17567e-06
0.0159162,0.00292361,0.000292773,1.77937e-06,0.000288393,1.95988e-06,0.000284521,1.9834e-06,0.000285625,2.60239e-06
0.0191355,0.00351495,0.00042208,2.13012e-06,0.000419262,2.36652e-06,0.000412494,2.39656e-06,0.000424721,3.18595e-06
0.0230059,0.0042259,0.000612551,2.57271e-06,0.000601093,2.83185e-06,0.000608523,2.92279e-06,0.000607203,3.81613e-06
0.0276592,0.00508065,0.000873764,3.0655e-06,0.000875469,3.4098e-06,0.000869699,3.47871e-06,0.000880759,4.59043e-06
0.0332537,0.00610829,0.00126218,3.68716e-06,0.00126721,4.10862e-06,0.00126882,4.19961e-06,0.00126092,5.49379e-06
0.0399797,0.00734378,0.00183318,4.44185e-06,0.00183486,4.9568e-06,0.00182408,5.04752e-06,0.00183157,6.62924e-06
0.0480662,0.00882916,0.00263696,5.32508e-06,0.00264651,5.94302e-06,0.0026483,6.07552e-06,0.0026561,7.98038e-06
0.0577882,0.010615,0.00383434,6.43124e-06,0.00382985,7.15467e-06,0.00381966,7.29725e-06,0.00381288,9.55613e-06
0.0694767,0.012762,0.00553895,7.73098e-06,0.00554496,8.60971e-06,0.00553597,8.80603e-06,0.00555082,1.15457e-05
0.0835294,0.0153433,0.00800328,9.29526e-06,0.00801287,1.03604e-05,0.00804182,1.06113e-05,0.00800323,1.38608e-05
0.100424,0.0184467,0.0115238,1.11516e-05,0.0115298,1.24147e-05,0.0115703,1.27225e-05,0.0115468,1.6646e-05
0.120737,0.0221779,0.0165944,1.33623e-05,0.0166018,1.48837e-05,0.0165855,1.52128e-05,0.0165508,1.99198e-05
0.145157,0.0266636,0.0235541,1.59117e-05,0.0236605,1.77618e-05,0.0236772,1.81765e-05,0.0237441,2.38626e-05
0.174518,0.0320568,0.0332553,1.88778e-05,0.0333636,2.10609e-05,0.0333355,2.15316e-05,0.0334096,2.82432e-05
0.209816,0.0385407,0.0457376,2.20376e-05,0.0457079,2.45161e-05,0.0457117,2.50664e-05,0.0456326,3.28166e-05
0.252255,0.0463361,0.0612571,2.53559e-05,0.0609185,2.81083e-05,0.0608711,2.87372e-05,0.0608254,3.76324e-05
0.303277,0.0557083,0.0795321,2.86178e-05,0.0785373,3.15491e-05,0.078465,3.22532e-05,0.0782787,4.21881e-05
0.364619,0.066976,0.0985094,3.13741e-05,0.0964272,3.43314e-05,0.0962773,3.5088e-05,0.0959811,4.58792e-05
0.438369,0.0805229,0.115505,3.3364e-05,0.112436,3.62729e-05,0.112273,3.70712e-05,0.111728,4.84237e-05
