0.00550566,0.00101132,0,0.044358,2.18624e-06,3.026e-06,1.3966e-06,2.26912e-06,-7.46288e-07,7.46288e-07,3.83085e-06,4.63758e-06,-7.46288e-07,7.46288e-07,7.30343e-06,5.86532e-06
0.00661926,0.00121588,0,0.562119,-9.16107e-06,1.22042e-05,1.23532e-05,2.02011e-05,1.2904e-05,2.1733e-05,-1.46562e-05,9.71397e-06,-1.68749e-05,9.45721e-06,4.2897e-07,1.60969e-05
0.0079581,0.00146181,0,0.522586,-4.68187e-06,1.22035e-05,-1.85643e-05,8.7921e-06,-1.85643e-05,8.7921e-06,-8.82276e-06,1.31225e-05,1.49712e-05,2.59783e-05,-7.63614e-06,1.40259e-05
0.00956774,0.00175748,0,0.537926,1.33094e-05,1.97294e-05,-8.69413e-06,1.35754e-05,-4.34483e-06,1.5398e-05,-1.18458e-05,1.23177e-05,5.74829e-06,2.27977e-05,-1.78341e-05,1.04227e-05
0.011503,0.00211295,0,0.704798,-2.98235e-05,1.19882e-05,-2.35148e-05,1.32168e-05,-3.15877e-05,1.18577e-05,-1.89369e-05,1.49324e-05,-7.67969e-06,2.32659e-05,-1.73066e-05,1.64861e-05
0.0138296,0.00254033,0,0.503527,1.01172e-05,1.89611e-05,1.91511e-06,1.86196e-05,1.93571e-05,2.2838e-05,6.27847e-06,1.89635e-05,4.21987e-05,3.11951e-05,2.16295e-05,2.2794e-05
0.0166268,0.00305414,0,1.20975,-5.19848e-05,2.62659e-05,-1.26526e-05,3.39819e-05,-5.79498e-05,2.5899e-05,-7.77897e-06,4.21443e-05,-1.00713e-05,3.5946e-05,-3.81454e-05,3.19996e-05
0.0199898,0.00367189,0,1.48883,-1.95435e-05,3.90948e-05,-2.8493e-05,4.21534e-05,-2.86049e-05,4.02688e-05,-5.85142e-05,3.69587e-05,-3.21747e-05,3.81315e-05,-6.63898e-05,3.47517e-05
0.0240331,0.00441458,0,1.11484,7.16295e-05,3.97829e-05,4.10459e-05,3.71969e-05,2.5465e-05,3.52967e-05,3.07071e-06,3.59008e-05,1.45601e-05,4.00813e-05,1.48652e-05,3.41534e-05
0.0288941,0.00530749,0,1.56464,7.2352e-05,5.19381e-05,5.90332e-05,5.29586e-05,8.78277e-06,5.18885e-05,6.27073e-06,5.01213e-05,-1.31147e-05,4.87638e-05,-7.54913e-05,3.58316e-05
0.0347384,0.00638101,0,1.71658,7.36473e-05,5.51429e-05,8.81926e-05,6.19515e-05,3.16344e-05,5.68008e-05,7.90945e-05,6.35894e-05,1.02999e-05,5.29093e-05,-2.68352e-05,5.41596e-05
