0.0417647,0.00767166,0,2.56589,-6.04803e-05,6.79686e-05,-4.31943e-05,7.54989e-05,-2.69038e-05,7.50487e-05,1.7205e-05,8.4807e-05,-3.04343e-05,8.42347e-05,-0.000178927,6.46947e-05
0.0502122,0.00922337,0,2.97897,-2.72679e-05,7.89521e-05,1.00459e-05,8.88657e-05,4.64532e-05,9.1235e-05,1.25931e-05,9.42022e-05,1.18548e-05,9.83448e-05,-2.90041e-05,9.33058e-05
0.0603684,0.0110889,0,3.59094,3.45673e-05,0.000100796,-0.000270189,9.19842e-05,8.34598e-06,0.000113491,-7.49346e-05,0.000106943,2.73606e-05,0.000120371,-0.000208024,0.000100368
0.0725787,0.0133318,0,4.04343,-7.43839e-05,0.000106478,-0.000128279,0.000117597,0.000338002,0.000146303,0.000189427,0.000138355,0.000100847,0.00013212,0.000360076,0.000149491
0.0872588,0.0160284,0,5.15542,-0.000153033,0.000139792,-0.000129207,0.000148265,0.000316217,0.000172685,3.70342e-05,0.000166357,-1.41139e-05,0.000163506,-2.49642e-05,0.000167353
0.104908,0.0192703,0,6.12967,8.11627e-05,0.0001745,0.000233905,0.000195107,0.000314973,0.00019898,0.000120982,0.000203845,-3.43599e-05,0.000200084,-0.000120274,0.000198628
0.126127,0.0231681,0,7.27589,-6.86966e-05,0.000202284,-0.000221038,0.000221329,-0.00035713,0.000220807,-0.000173246,0.000233279,-2.71236e-05,0.000241399,0.000107109,0.000250764
0.151638,0.0278541,0,8.72295,-0.000265639,0.000236047,-0.000111935,0.000260757,1.93932e-05,0.000274881,0.00022319,0.000286824,0.000113991,0.000295641,-0.000169438,0.000282456
0.18231,0.033488,0,10.1421,0.000626963,0.000295022,0.00044622,0.000315362,0.000718521,0.000329871,-0.000167208,0.000329329,-9.25237e-05,0.000334285,0.000380115,0.000343066
0.219184,0.0402615,0,12.4138,5.61119e-05,0.000345335,0.000825677,0.000385907,0.000619969,0.000399959,0.000544117,0.000406257,0.000834824,0.000428927,0.000534338,0.000418831
0.263518,0.0484049,0,15.1252,-2.24278e-05,0.00042069,-0.000348894,0.000452365,-0.000902386,0.000460079,0.000163023,0.000494026,-0.000877357,0.000483689,0.000294678,0.000506771
0.316818,0.0581955,0,17.6267,0.0001232,0.000495145,-0.000524539,0.000529426,-0.000674575,0.000544792,-0.000477154,0.000563749,0.000104592,0.00058357,0.000306221,0.000589844
0.380899,0.0699664,0,20.5102,-0.000378123,0.000566522,0.000149408,0.000625707,-0.000377224,0.000642282,-0.000393018,0.000662954,-0.000124674,0.000672935,-0.00104649,0.000665814
0.457941,0.0841181,0,23.4603,-0.000469971,0.000648937,-0.00134241,0.000690382,0.000752605,0.000732575,0.000720628,0.000763313,0.000175026,0.00076472,-0.00171473,0.00074979
0.550566,0.101132,0,25.7249,-0.000491176,0.000710735,-0.000276677,0.000771553,-0.00157832,0.000785374,-0.000737204,0.000823233,-0.00104784,0.000827049,-0.00089603,0.00084131
0.661926,0.121588,0,27.7067,-6.64294e-05,0.000766851,0.000285522,0.00083641,-0.00200691,0.000845998,0.000326967,0.000890957,0.000885857,0.000904813,-0.00199961,0.00088047
0.79581,0.146181,0,29.1892,-0.00106781,0.000802413,-0.00102561,0.000869145,-0.00119556,0.000893523,-0.000777785,0.000918771,-0.0014368,0.000936527,-0.00297162,0.000929207
0.956774,0.175748,0,29.6629,0.000951089,0.000822391,0.000788969,0.000883096,-0.000348032,0.000903426,0.00275283,0.000951132,0.00117043,0.000953118,-0.000402224,0.000946848
1.1503,0.211295,0,29.9241,-0.00094313,0.000819085,0.00227011,0.000897497,-0.00238874,0.000900659,0.00338452,0.000953482,0.00180546,0.000954024,0.00118384,0.000956876
1.38296,0.254033,0,29.1102,0.00147194,0.000803479,0.00546694,0.000881295,0.00187849,0.000888299,0.00676541,0.000935581,0.00880694,0.000956367,0.0075087,0.000950715
1.66268,0.305414,0,28.0212,0.00419527,0.000779296,0.00873314,0.000854797,0.00873401,0.000875193,0.0152249,0.000931898,0.0171435,0.00094816,0.0139133,0.000931928
1.99898,0.367189,0,26.7155,0.00652936,0.000750472,0.0153162,0.00083588,0.013153,0.000848446,0.020698,0.000907123,0.0256491,0.000932965,0.0213387,0.000917777
2.40331,0.441458,0,25.333,0.0109453,0.000721962,0.0196031,0.000803381,0.0220853,0.000831113,0.0309206,0.000894113,0.0349018,0.000916936,0.0328516,0.00090841
2.88941,0.530749,0,23.5187,0.0149733,0.000680817,0.0280755,0.000776074,0.0314823,0.000805704,0.0410622,0.000870313,0.0446921,0.000890908,0.0437724,0.000887581
3.47384,0.638101,0,21.7657,0.0165173,0.000639093,0.033282,0.000742997,0.0388668,0.000780056,0.0470819,0.000837155,0.0553709,0.00087287,0.0540951,0.000870666
4.17647,0.767166,0,19.7515,0.018498,0.000590557,0.0335492,0.000688691,0.0428003,0.000733963,0.050908,0.000793349,0.0583445,0.000826138,0.0589174,0.000828357
5.02122,0.922337,0,14.5962,0.0148188,0.000446272,0.0272623,0.000534449,0.0364224,0.000584316,0.041791,0.000628081,0.0495106,0.000665388,0.0487452,0.000665103
6.03684,1.10889,0,8.14395,0.00762443,0.000260952,0.0150193,0.00032473,0.0201115,0.000361053,0.0232987,0.000394006,0.0268379,0.000418013,0.025127,0.000406799
7.25787,1.33318,0,3.68382,0.00254297,0.000124104,0.00571987,0.000168024,0.00746312,0.000188528,0.00811361,0.000201041,0.0099433,0.000220812,0.00973283,0.000221539
8.72588,1.60284,0,1.20534,0.000492999,4.47274e-05,0.00102933,6.21991e-05,0.00130233,6.96524e-05,0.00147882,7.69811e-05,0.00198914,8.72624e-05,0.00175674,8.34775e-05
10.4908,1.92703,0,0.22322,1.85943e-05,8.3789e-06,7.63259e-05,1.48937e-05,9.74637e-05,1.73095e-05,0.000144364,2.10616e-05,0.000176826,2.26042e-05,0.00012711,1.94873e-05
12.6127,2.31681,0,0.0307319,-5.17039e-07,5.17039e-07,2.47187e-06,2.19956e-06,2.71704e-06,2.34681e-06,3.33027e-06,2.8149e-06,2.80185e-06,2.40316e-06,2.90357e-06,2.5422e-06
15.1638,2.78541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.231,3.3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.9184,4.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.3518,4.84049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6818,5.81955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0899,6.99664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.7941,8.41181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
