0.000110113,2.02264e-05,0,0,0,0,0,0
0.000132385,2.43175e-05,0,0,0,0,0,0
0.000159162,2.92361e-05,0,0,0,0,0,0
0.000191355,3.51495e-05,0,0,0,0,0,0
0.000230059,4.2259e-05,0,0,0,0,0,0
0.000276592,5.08065e-05,0,0,0,0,0,0
0.000332537,6.10829e-05,0,0,0,0,0,0
0.000399797,7.34378e-05,1.1107e-06,7.85386e-07,0,0,0,0
0.000480662,8.82916e-05,0,0,0,0,0,0
0.000577882,0.00010615,0,0,0,0,0,0
0.000694767,0.00012762,3.64124e-06,2.57475e-06,0,0,0,0
0.000835294,0.000153433,3.40073e-06,2.40468e-06,0,0,0,0
0.00100424,0.000184467,1.92014e-06,8.68256e-07,7.75695e-07,5.485e-07,0,0
0.00120737,0.000221779,1.61633e-06,1.14292e-06,0,0,6.45055e-06,4.56123e-06
0.00145157,0.000266636,3.46484e-06,1.24189e-06,2.9679e-06,1.76173e-06,0,0
0.00174518,0.000320568,8.86911e-07,6.27141e-07,1.04013e-05,5.24444e-06,5.19249e-06,2.72994e-06
0.00209816,0.000385407,4.04512e-06,1.86189e-06,1.20523e-05,6.73115e-06,5.9001e-05,3.78186e-05
0.00252255,0.000463361,6.51791e-06,2.19624e-06,1.17724e-05,5.77766e-06,6.413e-05,2.99536e-05
0.00303277,0.000557083,9.85657e-06,2.39158e-06,3.63971e-05,1.20282e-05,4.98332e-05,3.31028e-05
0.00364619,0.00066976,2.70571e-05,5.60453e-06,4.94579e-05,1.14192e-05,0.000227263,6.51562e-05
0.00438369,0.000805229,3.01144e-05,5.3834e-06,8.81462e-05,2.00281e-05,7.67406e-05,2.4015e-05
0.00527035,0.000968098,4.68337e-05,7.63217e-06,7.22529e-05,1.31772e-05,0.000194467,5.80327e-05
0.00633635,0.00116391,6.37757e-05,7.9654e-06,0.000148637,2.06699e-05,0.000472298,0.000124553
0.00761797,0.00139933,8.19297e-05,9.10962e-06,0.000270421,2.76791e-05,0.000477293,9.66084e-05
0.00915882,0.00168236,0.000120775,1.06988e-05,0.000390062,3.96911e-05,0.000988173,0.000168749
0.0110113,0.00202264,0.000193597,1.40442e-05,0.0005043,4.18947e-05,0.00117505,0.00016833
0.0132385,0.00243175,0.000248574,1.49088e-05,0.00060657,4.28183e-05,0.00225594,0.000268829
0.0159162,0.00292361,0.00041609,2.06755e-05,0.000923146,5.58384e-05,0.00231914,0.0002341
0.0191355,0.00351495,0.000483678,2.11717e-05,0.00142415,7.35089e-05,0.0040187,0.000342174
0.0230059,0.0042259,0.000773633,2.72471e-05,0.00202744,8.82033e-05,0.00518449,0.000363758
0.0276592,0.00508065,0.00119785,3.4017e-05,0.00296878,0.000108091,0.00839629,0.000487999
0.0332537,0.00610829,0.00161554,3.87464e-05,0.00442282,0.000128312,0.0110329,0.000537338
0.0399797,0.00734378,0.00246069,4.91292e-05,0.00619259,0.000146833,0.0149112,0.000641278
0.0480662,0.00882916,0.00336459,5.68403e-05,0.00894764,0.000182673,0.0209387,0.000716717
0.0577882,0.010615,0.00520596,7.12707e-05,0.0124642,0.000212717,0.0292669,0.000868014
0.0694767,0.012762,0.0072347,8.33247e-05,0.0183851,0.00025776,0.039262,0.00099507
0.0835294,0.0153433,0.010291,9.96696e-05,0.0258653,0.0003068,0.0486597,0.00104806
0.100424,0.0184467,0.0148682,0.000118486,0.0341725,0.000348882,0.0607743,0.00115703
0.120737,0.0221779,0.0212561,0.000142724,0.0445617,0.000390498,0.0685401,0.0011374
0.145157,0.0266636,0.0300018,0.000169248,0.0570606,0.000434589,0.0751913,0.00113809
0.174518,0.0320568,0.0410242,0.000196762,0.0712524,0.000470557,0.0764669,0.00105062
0.209816,0.0385407,0.0553704,0.000226974,0.0812416,0.000482054,0.0770186,0.000979922
0.252255,0.0463361,0.0710809,0.000252884,0.0877641,0.000473776,0.071679,0.000864955
0.303277,0.0557083,0.0885208,0.000276886,0.0909093,0.000447541,0.0694555,0.000769094
0.364619,0.066976,0.102818,0.000288839,0.0906877,0.000422044,0.0640331,0.000706549
0.438369,0.0805229,0.114021,0.000293164,0.0863027,0.000381539,0.0611374,0.000637345
0.527035,0.0968098,0.117575,0.000284901,0.0801244,0.000345963,0.0542261,0.00056531
0.633635,0.116391,0.115465,0.000271092,0.0733253,0.000315793,0.0495279,0.000527028
0.761797,0.139933,0.107001,0.000251842,0.0641022,0.00028325,0.0444854,0.000483248
0.915882,0.168236,0.0871046,0.000219818,0.0526701,0.000253662,0.0374227,0.00044693
