0.000110113,2.02264e-05,0,0,0,0,0,0,0,0,0,0
0.000132385,2.43175e-05,0,0,0,0,0,0,0,0,0,0
0.000159162,2.92361e-05,0,0,0,0,0,0,0,0,0,0
0.000191355,3.51495e-05,0,0,0,0,0,0,0,0,0,0
0.000230059,4.2259e-05,0,0,0,0,0,0,0,0,0,0
0.000276592,5.08065e-05,0,0,0,0,0,0,0,0,0,0
0.000332537,6.10829e-05,0,0,0,0,0,0,0,0,0,0
0.000399797,7.34378e-05,0,0,0,0,0,0,0,0,0,0
0.000480662,8.82916e-05,2.33905e-07,1.65396e-07,0,0,0,0,0,0,0,0
0.000577882,0.00010615,0,0,0,0,0,0,1.20018e-07,8.48656e-08,8.84862e-08,6.25692e-08
0.000694767,0.00012762,3.7616e-07,1.93129e-07,0,0,0,0,0,0,0,0
0.000835294,0.000153433,8.3724e-07,3.52939e-07,8.55587e-07,6.04991e-07,0,0,0,0,0,0
0.00100424,0.000184467,5.23216e-07,3.69969e-07,1.06105e-06,7.50276e-07,5.65345e-07,3.02954e-07,0,0,1.01887e-07,7.20447e-08
0.00120737,0.000221779,2.32758e-07,1.64585e-07,0,0,0,0,0,0,0,0
0.00145157,0.000266636,1.1804e-06,3.68165e-07,1.98996e-06,9.94991e-07,1.42807e-06,7.17376e-07,4.8073e-07,3.39928e-07,3.56252e-07,2.51908e-07
0.00174518,0.000320568,1.81564e-06,5.84364e-07,0,0,3.45083e-07,2.4401e-07,6.7472e-07,4.77099e-07,4.2784e-07,2.15505e-07
0.00209816,0.000385407,1.52293e-06,6.06129e-07,8.3772e-07,5.92357e-07,0,0,9.61219e-07,5.03689e-07,2.14402e-06,8.25913e-07
0.00252255,0.000463361,1.9011e-06,4.879e-07,0,0,3.4056e-07,2.40813e-07,2.65815e-06,8.34734e-07,2.47565e-07,1.75055e-07
0.00303277,0.000557083,4.34289e-06,8.76727e-07,3.30623e-06,2.33786e-06,1.21555e-06,6.12315e-07,2.50711e-06,7.97792e-07,9.46642e-07,3.88275e-07
0.00364619,0.00066976,5.73106e-06,9.09338e-07,3.38953e-06,1.53684e-06,3.83251e-06,9.16251e-07,3.34165e-06,9.51766e-07,3.6132e-06,9.48845e-07
0.00438369,0.000805229,4.75441e-06,9.01936e-07,5.96921e-06,1.94938e-06,4.21719e-06,1.41352e-06,5.2758e-06,1.29268e-06,4.0113e-06,8.1096e-07
0.00527035,0.000968098,8.50602e-06,1.20906e-06,1.52479e-05,3.52861e-06,6.64468e-06,1.54181e-06,4.72587e-06,1.00121e-06,1.9207e-06,5.27187e-07
0.00633635,0.00116391,1.45496e-05,1.58182e-06,1.33745e-05,2.96945e-06,5.17142e-06,1.106e-06,1.03958e-05,1.56154e-06,7.58293e-06,1.31869e-06
0.00761797,0.00139933,1.90965e-05,1.84413e-06,1.33845e-05,3.02065e-06,1.23149e-05,1.99849e-06,9.75581e-06,1.64118e-06,1.3148e-05,1.63349e-06
0.00915882,0.00168236,2.78684e-05,2.163e-06,3.14442e-05,4.76712e-06,1.58799e-05,2.19845e-06,9.36125e-06,1.68746e-06,1.73343e-05,2.01804e-06
