2.620952e-01 8.200000e+01 -4.738852e+02 1.386765e+03 0.000000e+00 0.000000e+00 -7.175875e+04
3.113571e-01 6.200000e+01 -3.393687e+02 1.300981e+03 -1.741396e+03 -1.767487e+04 7.673278e+04
3.903485e-01 4.200000e+01 -1.863422e+02 6.048047e+02 -2.538199e+03 1.263126e+04 -3.799042e+04
4.547882e-01 3.200000e+01 -1.297704e+02 3.271719e+02 -8.599222e+02 3.907995e+02 4.248259e+03
6.262580e-01 1.600000e+01 -6.717681e+01 1.679388e+02 6.571869e+02 4.033039e+03 -2.857032e+05
6.589544e-01 1.400000e+01 -5.515584e+01 1.584055e+02 -1.869675e+03 -4.267431e+04 4.714883e+05
6.965695e-01 1.200000e+01 -5.554047e+01 -1.639239e+02 -1.619395e+03 4.600116e+04 8.560042e+05
7.298787e-01 1.000000e+01 -5.978214e+01 2.968323e+02 1.400700e+04 1.885650e+05 -1.011162e+07
7.508968e-01 9.000000e+00 -3.160448e+01 7.409764e+02 -1.480904e+04 -8.740702e+05 1.590646e+07
7.808517e-01 8.000000e+00 -5.701699e+01 -1.020224e+03 2.318863e+04 1.508317e+06 -3.732628e+07
7.965372e-01 7.000000e+00 -5.992073e+01 8.570546e+02 2.598771e+04 -1.419092e+06 1.548606e+07
8.230423e-01 6.000000e+00 -2.719889e+01 -1.746048e+02 -1.567227e+04 6.332045e+05 -6.376034e+06
8.520219e-01 5.000000e+00 -3.764661e+01 1.017512e+02 4.180743e+03 -2.906702e+05 3.594805e+06
8.800397e-01 4.000000e+00 -3.659520e+01 -1.252570e+02 -1.759464e+02 2.129214e+05 -3.224014e+06
9.065918e-01 3.000000e+00 -3.568818e+01 1.578805e+02 -2.916852e+02 -2.151009e+05 3.352992e+06
9.357934e-01 2.000000e+00 -3.644800e+01 -1.332799e+02 3.175266e+03 2.744632e+05 -4.924378e+06
9.648486e-01 1.000000e+00 -2.677006e+01 3.258346e+02 -6.498258e+03 -4.409311e+05 8.137518e+06
9.847950e-01 5.000000e-01 -2.908385e+01 -4.698027e+02 -9.302476e+03 3.706370e+05 -5.906892e+06
9.973443e-01 5.000000e-02 -4.307275e+01 -5.865423e+02 0.000000e+00 0.000000e+00 0.000000e+00
