1.287094E-01 8.200000E+01 -8.130791E+02  4.589182E+03  0.000000E+00  0.000000E+00 -1.302866E+06
1.581707E-01 6.200000E+01 -5.475806E+02  4.256021E+03 -1.130844E+04 -1.919205E+05  1.336138E+06
2.123387E-01 4.200000E+01 -2.505405E+02  1.163220E+03 -1.368763E+04  1.699592E+05 -7.945841E+05
2.594504E-01 3.200000E+01 -1.805619E+02  6.611806E+02  7.047540E+02 -1.721172E+04  4.188882E+04
4.200462E-01 1.600000E+01 -5.950890E+01  7.228067E+01  4.517812E+02  1.642411E+04 -2.164675E+05
4.557916E-01 1.400000E+01 -5.137619E+01  1.477744E+02  3.424697E+01 -2.226450E+04  1.691413E+05
4.991557E-01 1.200000E+01 -4.263843E+01  3.895096E+01 -6.470649E+02  1.440878E+04 -5.757420E+04
5.480231E-01 1.000000E+01 -3.838299E+01  8.335378E+01  7.945289E+02  3.412715E+02 -1.916711E+05
5.761768E-01 9.000000E+00 -3.237189E+01  1.093112E+02 -6.862832E+02 -2.663998E+04  2.684320E+05
6.093460E-01 8.000000E+00 -2.964956E+01 -3.687664E+01 -1.267510E+03  1.787845E+04  7.675662E+04
6.411422E-01 7.000000E+00 -3.314783E+01 -2.465848E+01  1.782356E+03  3.008126E+04 -4.777877E+05
6.727095E-01 6.000000E+00 -2.796350E+01  1.736930E+02  8.195575E+02 -4.533117E+04  2.830761E+05
7.196109E-01 5.000000E+00 -1.812078E+01 -1.724054E+01 -1.457884E+03  2.105213E+04 -7.811016E+04
7.685432E-01 4.000000E+00 -2.265315E+01 -2.032942E+01  7.923852E+02  1.941581E+03 -4.710789E+04
8.140920E-01 3.000000E+00 -1.985316E+01  6.759944E+01  1.687868E+02 -8.786965E+03  4.231382E+04
8.746100E-01 2.000000E+00 -1.476911E+01 -1.060891E+00 -4.085783E+02  4.016773E+03 -1.217340E+04
9.384692E-01 1.000000E+00 -1.673121E+01 -1.275466E+01  1.210225E+02  1.298535E+02 -8.770208E+03
9.678726E-01 5.000000E-01 -1.718695E+01 -3.635132E+00  6.047158E+01 -1.159514E+03  8.893251E+03
9.939489E-01 5.000000E-02 -1.731486E+01 -2.058259E+00  0.000000E+00  0.000000E+00  0.000000E+00
