0.000110113,2.02264e-05,0,0,-nan,-nan,-nan,-nan
0.000132385,2.43175e-05,0,0,-nan,-nan,-nan,-nan
0.000159162,2.92361e-05,0,0,-nan,-nan,-nan,-nan
0.000191355,3.51495e-05,0,0,-nan,-nan,-nan,-nan
0.000230059,4.2259e-05,0,0,-nan,-nan,-nan,-nan
0.000276592,5.08065e-05,0,0,-nan,-nan,-nan,-nan
0.000332537,6.10829e-05,0,0,-nan,-nan,-nan,-nan
0.000399797,7.34378e-05,0,0,-nan,-nan,-nan,-nan
0.000480662,8.82916e-05,0,0,-nan,-nan,-nan,-nan
0.000577882,0.00010615,0,0,-nan,-nan,-nan,-nan
0.000694767,0.00012762,0,0,-nan,-nan,-nan,-nan
0.000835294,0.000153433,0,0,-nan,-nan,-nan,-nan
0.00100424,0.000184467,0,0,-nan,-nan,-nan,-nan
0.00120737,0.000221779,0,0,-nan,-nan,-nan,-nan
0.00145157,0.000266636,0,0,-nan,-nan,-nan,-nan
0.00174518,0.000320568,0,0,-nan,-nan,-nan,-nan
0.00209816,0.000385407,0,0,-nan,-nan,-nan,-nan
0.00252255,0.000463361,0,0,-nan,-nan,-nan,-nan
0.00303277,0.000557083,8.10519e-06,5.73124e-06,-nan,-nan,-nan,-nan
0.00364619,0.00066976,0,0,-nan,-nan,-nan,-nan
0.00438369,0.000805229,7.13516e-06,5.04532e-06,-nan,-nan,-nan,-nan
0.00527035,0.000968098,1.95796e-05,9.99545e-06,-nan,-nan,-nan,-nan
0.00633635,0.00116391,3.87265e-05,1.66786e-05,-nan,-nan,-nan,-nan
0.00761797,0.00139933,3.08137e-05,1.36305e-05,-nan,-nan,-nan,-nan
0.00915882,0.00168236,2.95691e-05,1.64326e-05,-nan,-nan,-nan,-nan
0.0110113,0.00202264,5.75185e-05,1.75787e-05,-nan,-nan,-nan,-nan
0.0132385,0.00243175,0.000311345,6.04093e-05,-nan,-nan,-nan,-nan
0.0159162,0.00292361,0.000325847,6.28205e-05,-nan,-nan,-nan,-nan
0.0191355,0.00351495,0.0003623,6.06843e-05,-nan,-nan,-nan,-nan
0.0230059,0.0042259,0.000545349,7.53853e-05,-nan,-nan,-nan,-nan
0.0276592,0.00508065,0.00105437,0.00010316,-nan,-nan,-nan,-nan
0.0332537,0.00610829,0.00141306,0.000124402,-nan,-nan,-nan,-nan
0.0399797,0.00734378,0.00162684,0.000142339,-nan,-nan,-nan,-nan
0.0480662,0.00882916,0.00263784,0.000177258,-nan,-nan,-nan,-nan
0.0577882,0.010615,0.00340762,0.000187567,-nan,-nan,-nan,-nan
0.0694767,0.012762,0.00535323,0.000246002,-nan,-nan,-nan,-nan
0.0835294,0.0153433,0.00724704,0.00028014,-nan,-nan,-nan,-nan
0.100424,0.0184467,0.0110281,0.000341478,-nan,-nan,-nan,-nan
0.120737,0.0221779,0.0158835,0.000412258,-nan,-nan,-nan,-nan
0.145157,0.0266636,0.0235845,0.00050571,-nan,-nan,-nan,-nan
0.174518,0.0320568,0.033126,0.000592148,-nan,-nan,-nan,-nan
0.209816,0.0385407,0.0447318,0.000674728,-nan,-nan,-nan,-nan
0.252255,0.0463361,0.0609218,0.000794922,-nan,-nan,-nan,-nan
0.303277,0.0557083,0.0825865,0.000927503,-nan,-nan,-nan,-nan
0.364619,0.066976,0.103066,0.00100807,-nan,-nan,-nan,-nan
0.438369,0.0805229,0.121313,0.00105656,-nan,-nan,-nan,-nan
0.527035,0.0968098,0.132172,0.00107804,-nan,-nan,-nan,-nan
0.633635,0.116391,0.133478,0.00103783,-nan,-nan,-nan,-nan
0.761797,0.139933,0.119991,0.000941628,-nan,-nan,-nan,-nan
0.915882,0.168236,0.0936406,0.000798164,-nan,-nan,-nan,-nan
