0.0347384,0.00638101,0,2.92125e-05,-nan,-nan,7.44807e-05,3.77882e-05,2.88961e-05,3.62117e-05,8.54377e-05,4.38868e-05,2.45863e-05,3.96752e-05,8.11443e-05,4.49009e-05,7.81194e-06,3.75449e-05,-2.6853e-05,3.80562e-05
0.0417647,0.00767166,0,4.31164e-05,-nan,-nan,2.92834e-07,5.05225e-05,-7.59812e-05,4.64311e-05,-4.3019e-05,5.33334e-05,-1.76674e-05,5.30135e-05,1.07219e-05,5.87315e-05,-2.99085e-05,5.95499e-05,-0.000178557,4.52712e-05
0.0502122,0.00922337,0,5.00579e-05,-nan,-nan,7.46151e-05,6.12239e-05,-1.96013e-06,5.89037e-05,1.02161e-05,6.27761e-05,8.1415e-05,6.5876e-05,2.20393e-05,6.60673e-05,2.57744e-05,6.98887e-05,-2.39148e-05,6.57903e-05
0.0603684,0.0110889,0,6.03411e-05,-nan,-nan,5.39946e-05,7.11293e-05,-9.10793e-05,6.82121e-05,-0.000269691,6.49765e-05,-6.3209e-06,7.90431e-05,-7.0907e-05,7.45377e-05,1.65893e-05,8.39129e-05,-0.000189372,7.08208e-05
0.0725787,0.0133318,0,6.79447e-05,-nan,-nan,8.67434e-05,8.08526e-05,9.22465e-05,8.35691e-05,-0.000118798,8.32198e-05,0.000312297,0.00010176,0.000187655,9.63795e-05,7.60377e-05,9.24158e-05,0.000337654,0.000103887
0.0872588,0.0160284,0,8.67733e-05,-nan,-nan,3.72062e-05,9.88752e-05,-5.59224e-05,0.000102654,-0.000138774,0.000104784,0.000267526,0.000120136,4.11179e-05,0.00011692,-8.13118e-06,0.000116162,-9.17362e-06,0.000118007
0.104908,0.0192703,0,0.000102648,-nan,-nan,-0.000306902,0.00011325,0.000104744,0.000122977,0.000273362,0.000138014,0.000321236,0.00013961,9.98425e-05,0.000141059,-2.12549e-05,0.000141285,-0.000108037,0.00013916
0.126127,0.0231681,0,0.000122334,-nan,-nan,2.37383e-05,0.000141977,2.41426e-05,0.000147096,-0.000190777,0.000157312,-0.000325193,0.000156187,-0.000182156,0.000162652,-0.000104319,0.000169139,8.94108e-05,0.000175074
0.151638,0.0278541,0,0.000146799,-nan,-nan,0.000117281,0.000169736,-0.000135321,0.000171929,-0.000108147,0.000184493,6.01422e-07,0.000192878,0.000174119,0.000199384,0.000121602,0.000209415,-0.000153805,0.000198316
0.18231,0.033488,0,0.000170446,-nan,-nan,0.000351971,0.000200127,0.00031551,0.000209324,0.000434505,0.000222691,0.000742072,0.000231643,-9.87397e-05,0.000231379,-0.00013153,0.000235318,0.000375716,0.000240387
0.219184,0.0402615,0,0.000208706,-nan,-nan,0.000505737,0.000242573,0.000395851,0.000251069,0.000810648,0.000272407,0.000578061,0.00027989,0.000614202,0.00028519,0.000912867,0.000304144,0.000524269,0.000293777
0.263518,0.0484049,0,0.0002541,-nan,-nan,-0.000208427,0.000290755,-0.000521548,0.000298167,-0.000356619,0.000319183,-0.000874694,0.000322838,0.000281587,0.00034603,-0.000697981,0.000343776,0.000250389,0.000354158
0.316818,0.0581955,0,0.000296414,-nan,-nan,-0.000165473,0.000337673,-0.000372083,0.000350109,-0.00058738,0.000373649,-0.000668455,0.000382283,-0.000439528,0.000394581,0.000101306,0.000412785,0.000259115,0.000413496
0.380899,0.0699664,0,0.000344657,-nan,-nan,-0.000704318,0.000390028,0.000369698,0.000413712,0.000175041,0.000442257,-0.000359046,0.000450662,-0.000609878,0.000462088,-0.000261222,0.000474435,-0.000960674,0.000467243
0.457941,0.0841181,0,0.000394244,-nan,-nan,-0.000478245,0.000445338,-0.00121333,0.000460939,-0.00135833,0.000487694,0.000811006,0.000514209,0.000712032,0.000533198,0.000179851,0.000540513,-0.00184236,0.000524278
0.550566,0.101132,0,0.000432463,-nan,-nan,0.000148779,0.00049437,0.000131857,0.000514325,-0.000397254,0.000544728,-0.00178488,0.000550139,-0.000714918,0.000575503,-0.00112313,0.000584267,-0.00074741,0.00059077
0.661926,0.121588,0,0.000465952,inf,inf,-0.000534529,0.000527686,-0.000368946,0.000552842,0.000194079,0.000591036,-0.00206133,0.00059343,0.000518894,0.000624511,0.00062263,0.000638956,-0.00158331,0.000619989
0.79581,0.146181,0,0.000490988,-nan,-nan,-0.00110818,0.000555385,-0.00158976,0.000573192,-0.00121185,0.000613652,-0.00140622,0.000626673,-0.000567197,0.000644231,-0.0013182,0.000663371,-0.00286783,0.000652349
0.956774,0.175748,0,0.000498522,-nan,-nan,0.000210549,0.00056532,0.00143503,0.000590955,0.000681565,0.000623496,-0.000396249,0.000633563,0.00272293,0.00066499,0.0013344,0.000674226,-9.40388e-05,0.000664587
1.1503,0.211295,0,0.000503102,inf,inf,-0.000819563,0.000565339,-0.000643644,0.000587553,0.00216023,0.000633968,-0.00241424,0.000631846,0.00385506,0.00066834,0.00192573,0.000674994,0.00142725,0.000672095
1.38296,0.254033,0,0.000489399,inf,inf,0.00142647,0.000554204,0.00291276,0.000580138,0.00537543,0.000622642,0.00159928,0.000622605,0.007,0.000654832,0.00876632,0.000676056,0.00761338,0.000666866
1.66268,0.305414,0,0.000471137,-nan,-nan,0.0034173,0.000535189,0.00707076,0.000565604,0.00864333,0.000603895,0.00847836,0.000613348,0.015193,0.000651376,0.0170288,0.000670281,0.0141511,0.000653687
1.99898,0.367189,0,0.00044906,inf,inf,0.00553528,0.000515732,0.0101206,0.000545214,0.0152751,0.000590569,0.0130914,0.000595251,0.0213139,0.000635414,0.025667,0.000659351,0.0215693,0.000643739
2.40331,0.441458,0,0.000426141,inf,inf,0.0104385,0.000497418,0.0150073,0.000525138,0.0193515,0.000567564,0.0217544,0.000582851,0.0304922,0.000623645,0.0346663,0.000647573,0.0330351,0.000637072
2.88941,0.530749,0,0.000395568,inf,inf,0.013865,0.000467623,0.0194356,0.000498723,0.0277177,0.000547954,0.0312851,0.000564948,0.0412001,0.000608267,0.0445575,0.000629654,0.0441403,0.000623033
3.47384,0.638101,0,0.000365921,inf,inf,0.0171648,0.000440776,0.0218682,0.000468289,0.0331416,0.000524832,0.0386822,0.000546535,0.0472877,0.000585265,0.0554827,0.000617532,0.054299,0.000610124
4.17647,0.767166,0,0.000332246,inf,inf,0.0193048,0.000408251,0.0228395,0.000432059,0.033309,0.000486353,0.0427716,0.000514729,0.0515912,0.000555772,0.0581415,0.000583695,0.0589921,0.000580513
5.02122,0.922337,0,0.000245466,-nan,-nan,0.0161431,0.000310387,0.0190683,0.000332692,0.0270944,0.000377452,0.0364001,0.000409534,0.0421367,0.000439359,0.0492689,0.000469784,0.0489404,0.000466173
6.03684,1.10889,0,0.00013696,-nan,-nan,0.00745526,0.000177897,0.00998269,0.000196735,0.0149276,0.000229181,0.0201029,0.000252954,0.0233529,0.000274898,0.0267956,0.000295613,0.0254156,0.000285454
7.25787,1.33318,0,6.20436e-05,-nan,-nan,0.00325515,9.00051e-05,0.00384368,9.78632e-05,0.00564992,0.000118421,0.00742797,0.000131901,0.00817505,0.000140594,0.00997778,0.000156423,0.00979328,0.000155375
8.72588,1.60284,0,2.02532e-05,-nan,-nan,0.000505976,3.09324e-05,0.000717444,3.5748e-05,0.00102767,4.39406e-05,0.00131874,4.9097e-05,0.00149831,5.38245e-05,0.00202291,6.20975e-05,0.00177096,5.84689e-05
10.4908,1.92703,0,3.75092e-06,-nan,-nan,2.56435e-05,6.05458e-06,5.35363e-05,7.85811e-06,7.43888e-05,1.0438e-05,9.51377e-05,1.19992e-05,0.000149236,1.48648e-05,0.000178622,1.61118e-05,0.000123874,1.34786e-05
12.6127,2.31681,0,5.1641e-07,-nan,-nan,-5.1641e-07,3.65157e-07,3.0694e-06,2.00036e-06,2.46991e-06,1.55395e-06,2.65115e-06,1.62689e-06,3.21421e-06,1.93205e-06,2.80293e-06,1.69942e-06,2.82671e-06,1.75849e-06
15.1638,2.78541,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.231,3.3488,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.9184,4.02615,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.3518,4.84049,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6818,5.81955,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0899,6.99664,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.7941,8.41181,0,0,-nan,-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
