0.00550566,0.00101132,0,7.45379e-07,-nan,-nan,-7.45379e-07,5.27062e-07,-7.45379e-07,5.27062e-07,1.39565e-06,1.60306e-06,-7.45379e-07,5.27062e-07,3.69293e-06,3.18231e-06,-7.45379e-07,5.27062e-07,7.12199e-06,4.05491e-06
0.00661926,0.00121588,0,9.4457e-06,-nan,-nan,-1.22366e-05,7.43454e-06,-1.68543e-05,6.67912e-06,1.23484e-05,1.42708e-05,1.23121e-05,1.51083e-05,-1.4703e-05,6.85016e-06,-1.68543e-05,6.67912e-06,5.75312e-08,1.12092e-05
0.0079581,0.00146181,0,8.78139e-06,-nan,-nan,1.16011e-05,1.31755e-05,-6.0343e-06,9.68116e-06,-1.85417e-05,6.20938e-06,-1.85417e-05,6.20938e-06,-1.85417e-05,6.20938e-06,1.49984e-05,1.83691e-05,-7.86109e-06,9.77725e-06
0.00956774,0.00175748,0,9.03917e-06,-nan,-nan,1.03602e-05,1.5881e-05,-1.7368e-05,7.03106e-06,-8.6785e-06,9.58947e-06,-4.70059e-06,1.07373e-05,-1.21562e-05,8.58355e-06,5.78026e-06,1.61192e-05,-1.79232e-05,7.32245e-06
0.011503,0.00211295,0,1.18432e-05,-nan,-nan,3.02656e-05,1.7601e-05,-9.17671e-06,1.1509e-05,-2.34833e-05,9.33497e-06,-3.15492e-05,8.37443e-06,-1.92821e-05,1.04334e-05,-7.63794e-06,1.6448e-05,-1.75916e-05,1.15233e-05
0.0138296,0.00254033,0,8.46113e-06,-nan,-nan,2.21875e-05,1.30409e-05,8.83895e-06,1.38101e-05,1.92032e-06,1.31537e-05,1.85821e-05,1.58601e-05,5.52108e-06,1.30813e-05,3.70379e-05,2.17514e-05,2.07221e-05,1.58008e-05
0.0166268,0.00305414,0,2.03283e-05,-nan,-nan,-2.69813e-05,2.01041e-05,-4.12701e-05,1.89112e-05,-1.26109e-05,2.4005e-05,-5.84479e-05,1.81563e-05,-1.00857e-05,2.91013e-05,-9.95432e-06,2.54101e-05,-3.91534e-05,2.2312e-05
0.0199898,0.00367189,0,2.50178e-05,-nan,-nan,-2.78601e-05,2.61128e-05,-3.1011e-05,2.64428e-05,-2.84266e-05,2.97774e-05,-3.03089e-05,2.81031e-05,-6.01884e-05,2.56934e-05,-3.20185e-05,2.6951e-05,-6.74252e-05,2.42916e-05
0.0240331,0.00441458,0,1.87335e-05,-nan,-nan,1.12671e-05,2.32377e-05,4.51625e-05,2.40729e-05,4.10374e-05,2.6277e-05,2.75226e-05,2.47499e-05,4.83161e-06,2.4987e-05,1.46659e-05,2.83373e-05,1.2887e-05,2.37603e-05
0.0288941,0.00530749,0,2.62918e-05,-nan,-nan,4.12032e-05,3.22839e-05,-8.7355e-06,3.02053e-05,5.90351e-05,3.74117e-05,9.45818e-06,3.6218e-05,9.69009e-06,3.51105e-05,-1.2913e-05,3.44723e-05,-7.70006e-05,2.50574e-05
