0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,325,18.0278,1,1,0,0,0,0,326,18.0555,5089,71.3372,292,17.088,1,1,0,0,5382,73.3621,2726,52.2111,119,10.9087,1,1,0,0,2846,53.3479,8140,90.2219,412,20.2978,2,1.41421,0,0,8554,92.4878,2267,47.613,85,9.21954,0,0,0,0,2352,48.4974,2822,53.1225,207,14.3875,1,1,0,0,3030,55.0454
2,1,1198,34.6121,2,1.41421,0,0,0,0,1200,34.641,20473,143.084,1126,33.5559,4,2,0,0,21603,146.98,11620,107.796,591,24.3105,9,3,0,0,12220,110.544,33291,182.458,1719,41.4608,13,3.60555,0,0,35023,187.144,8976,94.7418,328,18.1108,1,1,0,0,9305,96.4624,11497,107.224,798,28.2489,3,1.73205,0,0,12298,110.896
3,1,1699,41.2189,4,2,0,0,0,0,1703,41.2674,32464,180.178,3551,59.5903,37,6.08276,0,0,36052,189.874,19061,138.062,1660,40.7431,13,3.60555,0,0,20734,143.993,53224,230.703,5215,72.215,50,7.07107,0,0,58489,241.845,13434,115.905,1055,32.4808,3,1.73205,0,0,14492,120.383,19030,137.949,2496,49.96,34,5.83095,0,0,21560,146.833
4,1,759,27.55,1,1,0,0,0,0,760,27.5681,21046,145.072,3708,60.8933,59,7.68115,0,0,24813,157.521,14299,119.578,2080,45.607,34,5.83095,0,0,16413,128.113,36104,190.011,5789,76.0855,93,9.64365,0,0,41986,204.905,8062,89.7886,939,30.6431,2,1.41421,0,0,9003,94.8841,12984,113.947,2769,52.6213,57,7.54983,0,0,15810,125.738
5,1,183,13.5277,2,1.41421,0,0,0,0,185,13.6015,8059,89.7719,2559,50.5866,41,6.40312,0,0,10659,103.242,6304,79.3977,1558,39.4715,37,6.08276,0,0,7899,88.8763,14546,120.607,4119,64.1794,78,8.83176,0,0,18743,136.905,2803,52.9434,594,24.3721,2,1.41421,0,0,3399,58.3009,5256,72.4983,1965,44.3283,39,6.245,0,0,7260,85.2056
6,1,24,4.89898,0,0,0,0,0,0,24,4.89898,2064,45.4313,1252,35.3836,38,6.16441,0,0,3354,57.9137,1922,43.8406,925,30.4138,31,5.56776,0,0,2878,53.647,4010,63.3246,2177,46.6583,69,8.30662,0,0,6256,79.0949,596,24.4131,252,15.8745,2,1.41421,0,0,850,29.1548,1468,38.3145,1000,31.6228,36,6,0,0,2504,50.04
7,1,0,0,0,0,0,0,0,0,0,0,299,17.2916,429,20.7123,21,4.58258,0,0,749,27.3679,408,20.199,393,19.8242,27,5.19615,0,0,828,28.775,707,26.5895,822,28.6705,48,6.9282,0,0,1577,39.7115,69,8.30662,65,8.06226,2,1.41421,0,0,136,11.6619,230,15.1658,364,19.0788,19,4.3589,0,0,613,24.7588
8,1,0,0,0,0,0,0,0,0,0,0,46,6.78233,124,11.1355,13,3.60555,0,0,183,13.5277,52,7.2111,169,13,6,2.44949,0,0,227,15.0665,98,9.89949,293,17.1172,19,4.3589,0,0,410,20.2485,8,2.82843,10,3.16228,0,0,0,0,18,4.24264,38,6.16441,114,10.6771,13,3.60555,0,0,165,12.8452
9,1,0,0,0,0,0,0,0,0,0,0,2,1.41421,33,5.74456,1,1,0,0,36,6,3,1.73205,34,5.83095,10,3.16228,0,0,47,6.85565,5,2.23607,67,8.18535,11,3.31662,0,0,83,9.11043,0,0,3,1.73205,0,0,0,0,3,1.73205,2,1.41421,30,5.47723,1,1,0,0,33,5.74456
10,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2.64575,3,1.73205,0,0,10,3.16228,0,0,12,3.4641,4,2,0,0,16,4,0,0,19,4.3589,7,2.64575,0,0,26,5.09902,0,0,2,1.41421,0,0,0,0,2,1.41421,0,0,5,2.23607,3,1.73205,0,0,8,2.82843
11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1.73205,1,1,0,0,4,2,0,0,2,1.41421,1,1,0,0,3,1.73205,0,0,5,2.23607,2,1.41421,0,0,7,2.64575,0,0,0,0,0,0,0,0,0,0,0,0,3,1.73205,1,1,0,0,4,2
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1.41421,0,0,2,1.41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
