0.000110113,2.02264e-05,0,0,0,0,0,0
0.000132385,2.43175e-05,0,0,0,0,0,0
0.000159162,2.92361e-05,0,0,0,0,0,0
0.000191355,3.51495e-05,0,0,0,0,0,0
0.000230059,4.2259e-05,0,0,0,0,0,0
0.000276592,5.08065e-05,0,0,0,0,0,0
0.000332537,6.10829e-05,0,0,0,0,0,0
0.000399797,7.34378e-05,0,0,0,0,0,0
0.000480662,8.82916e-05,0,0,0,0,0,0
0.000577882,0.00010615,0,0,0,0,0,0
0.000694767,0.00012762,0,0,0,0,0,0
0.000835294,0.000153433,0,0,0,0,0,0
0.00100424,0.000184467,0,0,0,0,0,0
0.00120737,0.000221779,0,0,0,0,0,0
0.00145157,0.000266636,1.91413e-05,1.3535e-05,0,0,0,0
0.00174518,0.000320568,0,0,0,0,0,0
0.00209816,0.000385407,3.96017e-05,2.06712e-05,0.00020974,0.000148309,0,0
0.00252255,0.000463361,1.54833e-05,1.09483e-05,0,0,0,0
0.00303277,0.000557083,0,0,0,0,0,0
0.00364619,0.00066976,4.06522e-05,2.87455e-05,0,0,0,0
0.00438369,0.000805229,2.94112e-05,1.24422e-05,0,0,0,0
0.00527035,0.000968098,0.000100228,3.59076e-05,0.000897378,0.000386272,0,0
0.00633635,0.00116391,0.000137266,3.47699e-05,0.000256423,0.000134133,0,0
0.00761797,0.00139933,0.000275341,5.8909e-05,0.000391666,0.00027695,0,0
0.00915882,0.00168236,0.000244869,4.99497e-05,0.000756607,0.000331883,0,0
0.0110113,0.00202264,0.000167533,3.74872e-05,0,0,0,0
0.0132385,0.00243175,0.000449132,6.02266e-05,0.000184321,9.40972e-05,0,0
0.0159162,0.00292361,0.000677918,8.02871e-05,0.00148979,0.000516824,0,0
0.0191355,0.00351495,0.000857929,8.96743e-05,0.00170141,0.000503091,0,0
0.0230059,0.0042259,0.0012337,0.000106459,0.00167889,0.00047112,0,0
0.0276592,0.00508065,0.00193748,0.000136132,0.00344805,0.000700246,0,0
0.0332537,0.00610829,0.00253467,0.000155483,0.00491407,0.000807175,0,0
0.0399797,0.00734378,0.00358369,0.000183128,0.00660214,0.00093774,0.016288,0.0115174
0.0480662,0.00882916,0.00577188,0.000230623,0.01208,0.00133767,0.0316002,0.0130915
0.0577882,0.010615,0.00794005,0.000269152,0.0167395,0.0015902,0,0
0.0694767,0.012762,0.0111556,0.000324896,0.0217216,0.0018399,0.0188123,0.0133023
0.0835294,0.0153433,0.0148021,0.000368467,0.0238014,0.00191354,0.0432338,0.0216399
0.100424,0.0184467,0.0209323,0.000437717,0.0326545,0.00224072,0.014513,0.0102622
0.120737,0.0221779,0.0276922,0.000499034,0.0454249,0.00255854,0.0125656,0.00888519
0.145157,0.0266636,0.0383195,0.000582111,0.0484285,0.00249573,0.0224435,0.0112286
0.174518,0.0320568,0.0461833,0.000624287,0.0637652,0.00271538,0.115633,0.032708
0.209816,0.0385407,0.0591857,0.000688948,0.0667153,0.00267093,0.0374405,0.017309
0.252255,0.0463361,0.072513,0.000743387,0.0730797,0.00264554,0.0576111,0.0191047
0.303277,0.0557083,0.0834056,0.000762929,0.0783834,0.00267278,0.0845025,0.0235238
0.364619,0.066976,0.0905721,0.00076777,0.0816493,0.00253543,0.0168471,0.0119127
0.438369,0.0805229,0.102717,0.000786057,0.0816136,0.00247981,0.0766894,0.0216442
0.527035,0.0968098,0.103285,0.000754603,0.0761166,0.00229848,0.0495687,0.0145382
0.633635,0.116391,0.106824,0.000745945,0.0808854,0.00233289,0.147749,0.0292823
0.761797,0.139933,0.105087,0.000726306,0.0882271,0.0024594,0.115514,0.0245936
0.915882,0.168236,0.0912706,0.000667181,0.0861835,0.00242377,0.138988,0.0279905
