0.000110113,2.02264e-05,0,0,0,0,7.88142e-08,5.57301e-08,0,0
0.000132385,2.43175e-05,0,0,6.67396e-08,4.7192e-08,1.83957e-07,9.61266e-08,4.68332e-08,3.31161e-08
0.000159162,2.92361e-05,0,0,0,0,7.51051e-08,3.96194e-08,4.9449e-08,3.49657e-08
0.000191355,3.51495e-05,1.43101e-08,1.01188e-08,3.19913e-07,1.60987e-07,8.24065e-08,4.30284e-08,0,0
0.000230059,4.2259e-05,1.89283e-07,7.35287e-08,3.62303e-07,1.6295e-07,1.80742e-07,8.62302e-08,4.58754e-08,3.24388e-08
0.000276592,5.08065e-05,2.14497e-07,7.30817e-08,1.53987e-07,6.8848e-08,8.17303e-08,5.7792e-08,4.3769e-07,1.41455e-07
0.000332537,6.10829e-05,1.94519e-07,6.75828e-08,3.43135e-07,1.19767e-07,3.06213e-08,2.16525e-08,0,0
0.000399797,7.34378e-05,4.50463e-07,1.02936e-07,6.80881e-07,1.84228e-07,6.09993e-07,1.81806e-07,4.00347e-07,1.05953e-07
0.000480662,8.82916e-05,2.68383e-07,6.08928e-08,1.77773e-07,6.62882e-08,7.0956e-07,1.83722e-07,6.33064e-07,1.58894e-07
0.000577882,0.00010615,6.41494e-07,1.32114e-07,8.95944e-07,2.00568e-07,1.04134e-06,2.11319e-07,4.64481e-07,1.29589e-07
0.000694767,0.00012762,1.17986e-06,1.68855e-07,9.63879e-07,1.8639e-07,1.7262e-06,3.00326e-07,1.0481e-06,1.93313e-07
0.000835294,0.000153433,1.69441e-06,2.11918e-07,6.92006e-07,1.47151e-07,1.78989e-06,2.95209e-07,8.95549e-07,1.79133e-07
0.00100424,0.000184467,2.80825e-06,2.68588e-07,2.33662e-06,3.36471e-07,2.37963e-06,3.08729e-07,3.17765e-06,3.68789e-07
0.00120737,0.000221779,3.67566e-06,3.09561e-07,2.99488e-06,3.78201e-07,2.27075e-06,2.95671e-07,3.24583e-06,3.62757e-07
0.00145157,0.000266636,3.98273e-06,3.30778e-07,4.97046e-06,4.97274e-07,4.70916e-06,4.51121e-07,4.61284e-06,4.4616e-07
0.00174518,0.000320568,6.70215e-06,4.15182e-07,7.18577e-06,5.80942e-07,7.0142e-06,5.32327e-07,7.3863e-06,5.83198e-07
0.00209816,0.000385407,9.60324e-06,4.84195e-07,8.32635e-06,6.09121e-07,9.26952e-06,6.1885e-07,7.63866e-06,5.70675e-07
0.00252255,0.000463361,1.317e-05,6.07687e-07,1.43821e-05,8.13868e-07,1.23352e-05,7.31642e-07,1.57435e-05,8.01682e-07
0.00303277,0.000557083,1.9131e-05,7.02794e-07,1.76117e-05,8.80897e-07,2.07614e-05,9.46791e-07,1.92835e-05,9.13693e-07
0.00364619,0.00066976,2.96377e-05,8.72167e-07,3.2619e-05,1.21886e-06,3.37222e-05,1.25301e-06,3.20504e-05,1.16575e-06
0.00438369,0.000805229,4.31101e-05,1.04992e-06,4.44372e-05,1.43325e-06,3.98262e-05,1.31599e-06,4.17906e-05,1.31579e-06
0.00527035,0.000968098,6.07441e-05,1.26211e-06,6.53889e-05,1.72658e-06,6.39727e-05,1.70876e-06,6.50506e-05,1.66272e-06
0.00633635,0.00116391,8.67559e-05,1.50161e-06,8.56926e-05,1.93876e-06,9.1255e-05,2.01305e-06,9.02888e-05,1.92238e-06
0.00761797,0.00139933,0.000127025,1.84215e-06,0.00012518,2.36795e-06,0.000129007,2.40367e-06,0.000125751,2.27066e-06
0.00915882,0.00168236,0.000188337,2.21738e-06,0.00018951,2.96522e-06,0.000183958,2.85971e-06,0.000182362,2.73982e-06
0.0110113,0.00202264,0.000272886,2.68221e-06,0.000271143,3.51553e-06,0.000271762,3.50201e-06,0.000268608,3.36304e-06
0.0132385,0.00243175,0.000387786,3.19038e-06,0.000377497,4.11199e-06,0.000395419,4.21094e-06,0.000387351,4.02617e-06
0.0159162,0.00292361,0.000568016,3.86768e-06,0.000555796,5.00499e-06,0.000551655,4.94663e-06,0.000555462,4.82125e-06
0.0191355,0.00351495,0.000822263,4.6543e-06,0.000811605,6.07919e-06,0.000807348,5.99609e-06,0.000823246,5.86874e-06
0.0230059,0.0042259,0.00117519,5.55362e-06,0.00117575,7.32931e-06,0.00117033,7.23123e-06,0.00118192,7.03073e-06
0.0276592,0.00508065,0.00170028,6.69235e-06,0.00169582,8.7904e-06,0.0016869,8.68047e-06,0.00167893,8.38921e-06
0.0332537,0.00610829,0.00246328,8.05648e-06,0.00246006,1.05852e-05,0.00245532,1.04802e-05,0.00246485,1.01757e-05
0.0399797,0.00734378,0.00356944,9.69153e-06,0.0035396,1.27084e-05,0.0035396,1.2603e-05,0.00355329,1.21909e-05
0.0480662,0.00882916,0.0051668,1.16644e-05,0.0051724,1.53953e-05,0.00515322,1.52273e-05,0.00514515,1.46787e-05
0.0577882,0.010615,0.00742249,1.39753e-05,0.00745144,1.84574e-05,0.00739629,1.82297e-05,0.00743768,1.76525e-05
